date,Paris_weather,Paris_min,Paris_max,Paris_avg,tweetCount,replyCount,retweetCount,likeCount,quoteCount,reactions,replyAvg,retweetAvg,likeAvg,quoteAvg,reactionsAvg,contest
2019-10-13,3,19,24,21.5,4,14,22,182,1,219,3.5,5.5,45.5,0.2,54.8,0
2019-10-14,3,18,22,20.0,40,352,86,969,7,1414,8.8,2.2,24.2,0.2,35.4,1
2019-10-15,3,15,17,16.0,26,722,70,869,18,1679,27.8,2.7,33.4,0.7,64.6,0
2019-10-16,2,14,15,14.5,38,745,115,1141,38,2039,19.6,3.0,30.0,1.0,53.7,2
2019-10-17,2,14,16,15.0,24,554,109,1167,15,1845,23.1,4.5,48.6,0.6,76.9,2
2019-10-18,2,14,17,15.5,32,4011,3893,2702,596,11202,125.3,121.7,84.4,18.6,350.1,2
2019-10-19,1,14,16,15.0,13,889,85,576,17,1567,68.4,6.5,44.3,1.3,120.5,3
2019-10-20,1,12,14,13.0,10,655,394,3820,24,4893,65.5,39.4,382.0,2.4,489.3,0
2019-10-21,2,12,15,13.5,34,128,27,465,6,626,3.8,0.8,13.7,0.2,18.4,1
2019-10-22,3,12,15,13.5,17,65,40,327,9,441,3.8,2.4,19.2,0.5,25.9,0
2019-10-23,3,13,17,15.0,12,37,52,382,5,476,3.1,4.3,31.8,0.4,39.7,0
2019-10-24,3,15,18,16.5,9,126,400,2316,26,2868,14.0,44.4,257.3,2.9,318.7,0
2019-10-25,2,13,17,15.0,16,48,97,772,5,922,3.0,6.1,48.2,0.3,57.6,1
2019-10-26,2,14,20,17.0,4,6,7,92,0,105,1.5,1.8,23.0,0.0,26.2,0
2019-10-27,1,7,16,11.5,4,18,21,181,3,223,4.5,5.2,45.2,0.8,55.8,0
2019-10-28,3,8,11,9.5,5,14,16,149,2,181,2.8,3.2,29.8,0.4,36.2,0
2019-10-29,3,9,10,9.5,10,55,211,1145,19,1430,5.5,21.1,114.5,1.9,143.0,1
2019-10-30,2,9,10,9.5,37,696,11615,6584,81,18976,18.8,313.9,177.9,2.2,512.9,12
2019-10-31,1,10,11,10.5,32,1463,898,2697,43,5101,45.7,28.1,84.3,1.3,159.4,5
2019-11-01,1,12,15,13.5,5,23,18,214,3,258,4.6,3.6,42.8,0.6,51.6,4
2019-11-02,2,12,15,13.5,6,18,38,251,2,309,3.0,6.3,41.8,0.3,51.5,4
2019-11-03,1,12,13,12.5,3,17,24,149,2,192,5.7,8.0,49.7,0.7,64.0,1
2019-11-04,2,12,14,13.0,5,36,26,257,3,322,7.2,5.2,51.4,0.6,64.4,0
2019-11-05,2,10,13,11.5,9,379,990,4379,38,5786,42.1,110.0,486.6,4.2,642.9,2
2019-11-06,2,10,12,11.0,16,84,200,904,4,1192,5.2,12.5,56.5,0.2,74.5,0
2019-11-07,2,10,11,10.5,4,3,7,112,1,123,0.8,1.8,28.0,0.2,30.8,0
2019-11-08,3,7,11,9.0,7,29,40,277,3,349,4.1,5.7,39.6,0.4,49.9,1
2019-11-09,3,7,10,8.5,2,4,14,115,0,133,2.0,7.0,57.5,0.0,66.5,0
2019-11-10,1,7,9,8.0,3,13,33,276,0,322,4.3,11.0,92.0,0.0,107.3,1
2019-11-11,1,6,9,7.5,3,6,48,236,1,291,2.0,16.0,78.7,0.3,97.0,0
2019-11-12,2,7,8,7.5,12,161,1144,6005,9,7319,13.4,95.3,500.4,0.8,609.9,0
2019-11-13,2,7,10,8.5,16,852,2384,8508,66,11810,53.2,149.0,531.8,4.1,738.1,2
2019-11-14,2,6,8,7.0,7,195,1085,3032,20,4332,27.9,155.0,433.1,2.9,618.9,1
2019-11-15,1,3,6,4.5,4,17,70,356,2,445,4.2,17.5,89.0,0.5,111.2,0
2019-11-16,2,5,7,6.0,3,202,1437,3474,26,5139,67.3,479.0,1158.0,8.7,1713.0,0
2019-11-17,3,5,8,6.5,4,23,97,742,2,864,5.8,24.2,185.5,0.5,216.0,0
2019-11-18,2,5,8,6.5,26,525,1846,5422,47,7840,20.2,71.0,208.5,1.8,301.5,0
2019-11-19,3,7,10,8.5,15,1959,41155,15578,465,59157,130.6,2743.7,1038.5,31.0,3943.8,1
2019-11-20,2,3,7,5.0,13,1214,1218,2562,51,5045,93.4,93.7,197.1,3.9,388.1,2
2019-11-21,3,5,10,7.5,7,508,405,2046,44,3003,72.6,57.9,292.3,6.3,429.0,1
2019-11-22,3,6,11,8.5,18,511,388,4243,16,5158,28.4,21.6,235.7,0.9,286.6,1
2019-11-23,1,10,11,10.5,2,6,10,153,0,169,3.0,5.0,76.5,0.0,84.5,0
2019-11-24,2,8,11,9.5,4,22,31,467,0,520,5.5,7.8,116.8,0.0,130.0,0
2019-11-25,2,7,10,8.5,15,89,82,861,9,1041,5.9,5.5,57.4,0.6,69.4,0
2019-11-26,2,10,12,11.0,13,63,116,840,9,1028,4.8,8.9,64.6,0.7,79.1,1
2019-11-27,2,11,13,12.0,11,60,459,2521,14,3054,5.5,41.7,229.2,1.3,277.6,0
2019-11-28,1,11,12,11.5,9,73,94,1140,8,1315,8.1,10.4,126.7,0.9,146.1,0
2019-11-29,2,9,10,9.5,19,47,68,522,4,641,2.5,3.6,27.5,0.2,33.7,0
2019-11-30,3,6,8,7.0,6,16,20,184,2,222,2.7,3.3,30.7,0.3,37.0,0
2019-12-01,2,3,5,4.0,3,15,35,316,4,370,5.0,11.7,105.3,1.3,123.3,0
2019-12-02,3,3,7,5.0,34,598,790,13612,36,15036,17.6,23.2,400.4,1.1,442.2,2
2019-12-03,3,4,10,7.0,27,677,396,7607,11,8691,25.1,14.7,281.7,0.4,321.9,0
2019-12-04,3,3,6,4.5,36,1817,3434,7375,150,12776,50.5,95.4,204.9,4.2,354.9,2
2019-12-05,3,4,8,6.0,34,673,212,2654,31,3570,19.8,6.2,78.1,0.9,105.0,3
2019-12-06,2,4,6,5.0,31,302,144,2768,4,3218,9.7,4.6,89.3,0.1,103.8,1
2019-12-07,2,9,10,9.5,5,21,18,202,1,242,4.2,3.6,40.4,0.2,48.4,0
2019-12-08,1,10,12,11.0,4,15,33,434,2,484,3.8,8.2,108.5,0.5,121.0,0
2019-12-09,2,7,9,8.0,42,354,235,3172,15,3776,8.4,5.6,75.5,0.4,89.9,3
2019-12-10,3,5,9,7.0,25,341,216,4420,6,4983,13.6,8.6,176.8,0.2,199.3,2
2019-12-11,1,7,8,7.5,42,450,315,4757,8,5530,10.7,7.5,113.3,0.2,131.7,4
2019-12-12,2,4,7,5.5,28,929,279,6155,12,7375,33.2,10.0,219.8,0.4,263.4,2
2019-12-13,1,7,9,8.0,51,432,339,4576,12,5359,8.5,6.6,89.7,0.2,105.1,2
2019-12-14,2,8,10,9.0,4,27,15,181,4,227,6.8,3.8,45.2,1.0,56.8,0
2019-12-15,3,9,11,10.0,4,29,27,411,3,470,7.2,6.8,102.8,0.8,117.5,0
2019-12-16,1,9,10,9.5,137,1065,483,6971,43,8562,7.8,3.5,50.9,0.3,62.5,5
2019-12-17,2,11,14,12.5,19,238,108,3022,2,3370,12.5,5.7,159.1,0.1,177.4,1
2019-12-18,3,8,11,9.5,37,19166,23655,14574,4385,61780,518.0,639.3,393.9,118.5,1669.7,4
2019-12-19,2,11,13,12.0,44,2408,838,8133,199,11578,54.7,19.0,184.8,4.5,263.1,4
2019-12-20,2,10,13,11.5,47,252,310,3778,11,4351,5.4,6.6,80.4,0.2,92.6,4
2019-12-21,2,8,10,9.0,4,11,8,142,2,163,2.8,2.0,35.5,0.5,40.8,0
2019-12-22,1,9,10,9.5,5,34,78,453,4,569,6.8,15.6,90.6,0.8,113.8,1
2019-12-23,2,9,10,9.5,9,23,46,368,0,437,2.6,5.1,40.9,0.0,48.6,1
2019-12-24,2,11,12,11.5,6,92,254,532,27,905,15.3,42.3,88.7,4.5,150.8,1
2019-12-25,2,9,11,10.0,3,32,43,394,2,471,10.7,14.3,131.3,0.7,157.0,0
2019-12-26,3,6,9,7.5,6,119,326,684,49,1178,19.8,54.3,114.0,8.2,196.3,1
2019-12-27,2,9,11,10.0,4,12,22,175,2,211,3.0,5.5,43.8,0.5,52.8,0
2019-12-28,3,5,8,6.5,4,8,17,121,0,146,2.0,4.2,30.2,0.0,36.5,0
2019-12-29,3,3,7,5.0,4,18,18,234,1,271,4.5,4.5,58.5,0.2,67.8,0
2019-12-30,3,4,11,7.5,3,49,105,982,16,1152,16.3,35.0,327.3,5.3,384.0,0
2019-12-31,3,5,8,6.5,8,387,88,918,29,1422,48.4,11.0,114.8,3.6,177.8,0
2020-01-01,3,2,6,4.0,6,119,354,850,66,1389,19.8,59.0,141.7,11.0,231.5,2
2020-01-02,2,7,9,8.0,14,160,841,5631,26,6658,11.4,60.1,402.2,1.9,475.6,1
2020-01-03,2,9,11,10.0,6,171,231,551,38,991,28.5,38.5,91.8,6.3,165.2,1
2020-01-04,3,6,8,7.0,3,24,18,155,4,201,8.0,6.0,51.7,1.3,67.0,0
2020-01-05,2,7,10,8.5,4,107,271,563,34,975,26.8,67.8,140.8,8.5,243.8,1
2020-01-06,3,4,8,6.0,13,212,77,901,23,1213,16.3,5.9,69.3,1.8,93.3,0
2020-01-07,3,6,10,8.0,9,458,184,1322,46,2010,50.9,20.4,146.9,5.1,223.3,0
2020-01-08,2,10,11,10.5,7,29,30,209,1,269,4.1,4.3,29.9,0.1,38.4,0
2020-01-09,2,10,11,10.5,12,175,172,1555,15,1917,14.6,14.3,129.6,1.2,159.8,0
2020-01-10,2,8,10,9.0,10,55,64,520,8,647,5.5,6.4,52.0,0.8,64.7,0
2020-01-11,3,5,8,6.5,6,14,27,160,2,203,2.3,4.5,26.7,0.3,33.8,0
2020-01-12,2,6,8,7.0,5,18,22,234,0,274,3.6,4.4,46.8,0.0,54.8,0
2020-01-13,2,7,10,8.5,8,26,37,247,1,311,3.2,4.6,30.9,0.1,38.9,0
2020-01-14,2,7,10,8.5,8,154,43,417,12,626,19.2,5.4,52.1,1.5,78.2,0
2020-01-15,3,9,11,10.0,14,143,229,1576,31,1979,10.2,16.4,112.6,2.2,141.4,0
2020-01-16,3,7,12,9.5,3,10,14,87,6,117,3.3,4.7,29.0,2.0,39.0,0
2020-01-17,1,8,10,9.0,5,5,20,127,3,155,1.0,4.0,25.4,0.6,31.0,0
2020-01-18,3,5,8,6.5,1,2,5,34,0,41,2.0,5.0,34.0,0.0,41.0,0
2020-01-19,3,4,7,5.5,3,5,13,132,1,151,1.7,4.3,44.0,0.3,50.3,0
