,Date,Paris,Versailles,Melun,Fontainebleau,Cergy
116,28/03/2018,7°C/12°C,5°C/12°C,9°C/12°C,5°C/12°C,9°C/12°C
117,29/03/2018,7°C/12°C,2°C/11°C,8°C/12°C,2°C/12°C,7°C/11°C
118,30/03/2018,6°C/10°C,5°C/10°C,6°C/10°C,5°C/10°C,6°C/10°C
119,31/03/2018,8°C/11°C,4°C/11°C,8°C/11°C,3°C/11°C,7°C/11°C
120,01/09/2018,19°C/23°C,14°C/23°C,19°C/23°C,12°C/23°C,19°C/23°C
121,02/09/2018,18°C/24°C,13°C/24°C,19°C/24°C,12°C/24°C,18°C/24°C
122,03/09/2018,20°C/24°C,15°C/24°C,20°C/23°C,14°C/23°C,20°C/24°C
123,04/09/2018,19°C/23°C,16°C/22°C,19°C/23°C,16°C/23°C,18°C/22°C
124,05/09/2018,20°C/25°C,17°C/25°C,21°C/26°C,16°C/26°C,19°C/20°C
125,01/06/2018,15°C/20°C,17°C/20°C,14°C/20°C,19°C/20°C,20°C/24°C
126,02/06/2018,14°C/24°C,20°C/23°C,13°C/23°C,20°C/24°C,22°C/25°C
127,03/06/2018,20°C/24°C,18°C/22°C,15°C/22°C,19°C/22°C,15°C/22°C
128,06/09/2018,18°C/21°C,17°C/20°C,13°C/20°C,17°C/20°C,13°C/20°C
129,07/09/2018,17°C/20°C,18°C/22°C,12°C/22°C,18°C/22°C,11°C/22°C
130,08/09/2018,18°C/22°C,20°C/28°C,14°C/28°C,21°C/28°C,13°C/28°C
131,09/09/2018,20°C/28°C,19°C/25°C,15°C/24°C,20°C/25°C,15°C/25°C
132,10/09/2018,19°C/24°C,22°C/28°C,16°C/27°C,22°C/28°C,15°C/28°C
133,11/09/2018,21°C/27°C,22°C/27°C,17°C/27°C,23°C/28°C,17°C/28°C
134,12/09/2018,21°C/26°C,16°C/20°C,15°C/19°C,17°C/20°C,16°C/20°C
135,13/09/2018,14°C/19°C,17°C/21°C,13°C/21°C,17°C/21°C,14°C/21°C
136,14/09/2018,17°C/20°C,17°C/22°C,12°C/22°C,17°C/22°C,11°C/22°C
137,15/09/2018,17°C/22°C,19°C/25°C,13°C/24°C,19°C/25°C,12°C/25°C
138,16/09/2018,19°C/24°C,21°C/28°C,15°C/28°C,21°C/29°C,14°C/29°C
139,17/09/2018,21°C/28°C,21°C/25°C,17°C/24°C,22°C/26°C,17°C/26°C
140,18/09/2018,21°C/25°C,20°C/25°C,15°C/24°C,21°C/25°C,16°C/25°C
141,19/09/2018,20°C/24°C,20°C/25°C,15°C/25°C,20°C/26°C,14°C/26°C
142,20/09/2018,20°C/25°C,16°C/19°C,13°C/18°C,17°C/19°C,13°C/19°C
143,21/09/2018,17°C/19°C,15°C/18°C,10°C/18°C,15°C/18°C,10°C/18°C
144,22/09/2018,15°C/17°C,13°C/21°C,10°C/20°C,16°C/21°C,11°C/21°C
145,23/09/2018,15°C/20°C,13°C/17°C,9°C/17°C,13°C/17°C,8°C/17°C
146,24/09/2018,13°C/17°C,13°C/17°C,8°C/17°C,13°C/17°C,7°C/17°C
147,25/09/2018,12°C/17°C,13°C/21°C,8°C/21°C,13°C/21°C,7°C/21°C
148,26/09/2018,13°C/21°C,17°C/24°C,11°C/25°C,18°C/25°C,10°C/25°C
149,27/09/2018,17°C/24°C,15°C/19°C,13°C/19°C,18°C/20°C,12°C/20°C
150,28/09/2018,17°C/18°C,12°C/18°C,8°C/18°C,12°C/18°C,8°C/18°C
151,29/09/2018,12°C/17°C,12°C/18°C,8°C/18°C,13°C/18°C,7°C/18°C
152,30/09/2018,12°C/18°C,15°C/25°C,21°C/24°C,14°C/24°C,22°C/25°C
153,04/06/2018,20°C/25°C,17°C/25°C,21°C/25°C,16°C/25°C,19°C/25°C
154,05/06/2018,17°C/23°C,16°C/23°C,17°C/22°C,16°C/22°C,16°C/23°C
155,06/06/2018,20°C/25°C,14°C/24°C,20°C/23°C,15°C/23°C,19°C/26°C
156,07/06/2018,20°C/24°C,15°C/22°C,18°C/23°C,14°C/23°C,20°C/23°C
157,08/06/2018,22°C/25°C,16°C/25°C,22°C/24°C,16°C/24°C,22°C/25°C
158,09/06/2018,22°C/26°C,16°C/26°C,21°C/25°C,15°C/25°C,22°C/26°C
159,10/06/2018,22°C/26°C,17°C/25°C,22°C/24°C,16°C/24°C,22°C/26°C
160,11/06/2018,20°C/23°C,17°C/23°C,21°C/23°C,16°C/23°C,20°C/23°C
161,12/06/2018,15°C/18°C,15°C/18°C,16°C/18°C,14°C/18°C,15°C/19°C
162,13/06/2018,16°C/17°C,10°C/17°C,10°C/16°C,10°C/16°C,16°C/17°C
163,14/06/2018,17°C/21°C,11°C/20°C,17°C/20°C,10°C/20°C,16°C/20°C
164,15/06/2018,19°C/22°C,13°C/22°C,19°C/21°C,15°C/21°C,19°C/22°C
165,16/06/2018,18°C/21°C,13°C/20°C,17°C/21°C,14°C/21°C,18°C/21°C
166,17/06/2018,16°C/20°C,13°C/19°C,16°C/19°C,14°C/19°C,16°C/20°C
167,18/06/2018,18°C/22°C,15°C/21°C,18°C/22°C,14°C/22°C,18°C/22°C
168,19/06/2018,18°C/22°C,15°C/22°C,19°C/22°C,15°C/22°C,18°C/22°C
169,20/06/2018,23°C/28°C,16°C/27°C,22°C/27°C,15°C/27°C,23°C/28°C
170,21/06/2018,17°C/20°C,13°C/20°C,18°C/20°C,13°C/20°C,16°C/19°C
171,22/06/2018,16°C/20°C,10°C/20°C,16°C/19°C,7°C/19°C,17°C/20°C
172,23/06/2018,16°C/21°C,9°C/21°C,15°C/20°C,8°C/20°C,16°C/21°C
173,24/06/2018,19°C/22°C,12°C/22°C,18°C/21°C,11°C/21°C,19°C/22°C
174,25/06/2018,19°C/23°C,13°C/24°C,18°C/22°C,12°C/22°C,19°C/24°C
175,26/06/2018,21°C/25°C,15°C/26°C,21°C/25°C,14°C/25°C,21°C/25°C
176,27/06/2018,23°C/27°C,11°C/15°C,9°C/15°C,12°C/15°C,9°C/15°C
177,01/10/2018,12°C/15°C,12°C/15°C,8°C/15°C,11°C/14°C,8°C/14°C
178,02/10/2018,11°C/15°C,16°C/19°C,13°C/19°C,15°C/19°C,13°C/19°C
179,03/10/2018,15°C/19°C,15°C/20°C,11°C/20°C,15°C/21°C,9°C/21°C
180,04/10/2018,15°C/20°C,16°C/24°C,11°C/24°C,16°C/25°C,10°C/25°C
181,05/10/2018,16°C/24°C,18°C/23°C,13°C/23°C,18°C/24°C,13°C/24°C
182,06/10/2018,17°C/22°C,13°C/15°C,12°C/15°C,15°C/16°C,12°C/16°C
183,07/10/2018,13°C/15°C,13°C/18°C,8°C/18°C,13°C/18°C,8°C/18°C
184,08/10/2018,13°C/18°C,15°C/22°C,10°C/22°C,15°C/22°C,9°C/22°C
185,09/10/2018,15°C/22°C,17°C/24°C,12°C/24°C,17°C/25°C,11°C/25°C
186,10/10/2018,17°C/24°C,19°C/25°C,15°C/24°C,20°C/25°C,15°C/25°C
187,11/10/2018,19°C/24°C,19°C/25°C,15°C/25°C,19°C/26°C,15°C/26°C
188,12/10/2018,18°C/24°C,20°C/26°C,17°C/26°C,20°C/26°C,16°C/26°C
189,13/10/2018,20°C/26°C,20°C/24°C,16°C/25°C,20°C/25°C,16°C/25°C
190,14/10/2018,20°C/24°C,20°C/25°C,16°C/25°C,20°C/25°C,17°C/25°C
191,15/10/2018,20°C/25°C,20°C/24°C,16°C/23°C,20°C/24°C,15°C/24°C
192,16/10/2018,20°C/23°C,17°C/21°C,13°C/21°C,17°C/22°C,13°C/22°C
193,17/10/2018,16°C/21°C,15°C/20°C,12°C/19°C,15°C/21°C,12°C/21°C
194,18/10/2018,15°C/19°C,14°C/18°C,10°C/18°C,14°C/19°C,10°C/19°C
195,19/10/2018,13°C/18°C,12°C/17°C,9°C/16°C,12°C/17°C,8°C/17°C
196,20/10/2018,12°C/16°C,12°C/18°C,8°C/18°C,12°C/18°C,7°C/18°C
197,21/10/2018,12°C/17°C,12°C/15°C,10°C/15°C,14°C/15°C,9°C/15°C
198,22/10/2018,14°C/15°C,10°C/17°C,7°C/16°C,10°C/16°C,6°C/16°C
199,23/10/2018,10°C/16°C,13°C/17°C,11°C/18°C,14°C/16°C,10°C/16°C
200,24/10/2018,14°C/18°C,24°C/29°C,18°C/28°C,24°C/29°C,18°C/29°C
201,25/10/2018,23°C/28°C,25°C/32°C,18°C/32°C,26°C/32°C,19°C/32°C
202,01/08/2018,24°C/31°C,27°C/34°C,21°C/33°C,28°C/34°C,20°C/34°C
203,02/08/2018,27°C/33°C,27°C/32°C,21°C/31°C,27°C/32°C,21°C/32°C
204,03/08/2018,26°C/31°C,22°C/30°C,18°C/30°C,23°C/30°C,18°C/30°C
205,04/08/2018,21°C/29°C,28°C/33°C,20°C/32°C,28°C/33°C,19°C/33°C
206,05/08/2018,27°C/32°C,30°C/36°C,23°C/36°C,30°C/36°C,21°C/36°C
207,06/08/2018,30°C/36°C,22°C/24°C,18°C/24°C,22°C/24°C,19°C/24°C
208,07/08/2018,21°C/24°C,16°C/20°C,16°C/19°C,17°C/21°C,15°C/21°C
209,08/08/2018,16°C/19°C,19°C/22°C,13°C/22°C,19°C/22°C,12°C/22°C
