,Date,Paris,Versailles,Melun,Fontainebleau,Cergy
208,28/07/2018,22°C/25°C,19°C/24°C,22°C/25°C,22°C/25°C,20°C/24°C
209,29/07/2018,21°C/27°C,20°C/25°C,21°C/28°C,21°C/28°C,20°C/25°C
210,30/07/2018,21°C/27°C,20°C/27°C,22°C/27°C,22°C/27°C,20°C/27°C
211,31/07/2018,22°C/28°C,21°C/27°C,21°C/28°C,21°C/28°C,23°C/27°C
212,01/08/2018,24°C/29°C,23°C/28°C,24°C/29°C,24°C/29°C,23°C/28°C
213,02/08/2018,25°C/32°C,24°C/32°C,26°C/32°C,26°C/32°C,24°C/31°C
214,03/08/2018,27°C/34°C,25°C/33°C,28°C/34°C,28°C/34°C,27°C/33°C
215,04/08/2018,27°C/32°C,24°C/31°C,27°C/32°C,27°C/32°C,26°C/31°C
216,05/08/2018,22°C/30°C,22°C/30°C,23°C/30°C,23°C/30°C,21°C/29°C
217,06/08/2018,28°C/33°C,26°C/32°C,28°C/33°C,28°C/33°C,27°C/32°C
218,07/08/2018,30°C/36°C,26°C/36°C,30°C/36°C,30°C/36°C,30°C/36°C
219,08/08/2018,22°C/24°C,21°C/24°C,22°C/24°C,22°C/24°C,21°C/24°C
220,09/08/2018,16°C/20°C,16°C/19°C,17°C/21°C,17°C/21°C,16°C/19°C
221,10/08/2018,19°C/22°C,17°C/22°C,19°C/22°C,19°C/22°C,18°C/22°C
222,11/08/2018,19°C/24°C,19°C/24°C,19°C/24°C,19°C/24°C,19°C/24°C
223,12/08/2018,23°C/30°C,21°C/30°C,23°C/30°C,23°C/30°C,23°C/29°C
224,13/08/2018,19°C/24°C,18°C/23°C,20°C/24°C,20°C/24°C,18°C/23°C
225,14/08/2018,21°C/25°C,19°C/24°C,21°C/24°C,21°C/24°C,21°C/24°C
226,15/08/2018,20°C/25°C,20°C/24°C,21°C/25°C,21°C/25°C,20°C/24°C
227,16/08/2018,23°C/30°C,19°C/29°C,23°C/30°C,23°C/30°C,23°C/29°C
228,17/08/2018,20°C/24°C,17°C/24°C,20°C/25°C,20°C/25°C,19°C/23°C
229,18/08/2018,19°C/25°C,18°C/24°C,20°C/25°C,20°C/25°C,19°C/24°C
230,19/08/2018,22°C/28°C,21°C/27°C,22°C/28°C,22°C/28°C,21°C/27°C
231,20/08/2018,21°C/24°C,21°C/23°C,22°C/24°C,22°C/24°C,20°C/23°C
232,21/08/2018,23°C/25°C,21°C/25°C,23°C/26°C,23°C/26°C,23°C/25°C
233,22/08/2018,24°C/29°C,22°C/29°C,25°C/30°C,25°C/30°C,24°C/28°C
234,23/08/2018,22°C/26°C,19°C/25°C,23°C/27°C,23°C/27°C,22°C/24°C
235,24/08/2018,18°C/19°C,15°C/19°C,18°C/19°C,18°C/19°C,17°C/19°C
236,25/08/2018,16°C/18°C,14°C/18°C,16°C/19°C,16°C/19°C,15°C/18°C
237,26/08/2018,18°C/22°C,18°C/22°C,18°C/23°C,18°C/23°C,17°C/22°C
238,27/08/2018,19°C/22°C,16°C/22°C,19°C/22°C,19°C/22°C,19°C/21°C
239,28/08/2018,20°C/27°C,20°C/26°C,20°C/27°C,20°C/27°C,19°C/26°C
240,29/08/2018,18°C/21°C,16°C/20°C,19°C/21°C,17°C/21°C,19°C/20°C
241,30/08/2018,19°C/21°C,17°C/21°C,19°C/21°C,18°C/21°C,19°C/21°C
242,31/08/2018,19°C/22°C,17°C/22°C,19°C/21°C,18°C/21°C,19°C/22°C
243,01/09/2018,19°C/23°C,17°C/23°C,19°C/23°C,18°C/23°C,19°C/23°C
244,02/09/2018,18°C/24°C,17°C/24°C,19°C/24°C,19°C/24°C,18°C/24°C
245,03/09/2018,20°C/24°C,19°C/24°C,20°C/23°C,20°C/23°C,20°C/24°C
246,04/09/2018,19°C/23°C,17°C/22°C,19°C/23°C,19°C/23°C,18°C/22°C
247,05/09/2018,20°C/25°C,18°C/25°C,21°C/26°C,21°C/26°C,20°C/24°C
248,06/09/2018,18°C/22°C,15°C/22°C,19°C/22°C,18°C/22°C,18°C/21°C
249,07/09/2018,17°C/20°C,14°C/20°C,17°C/20°C,16°C/20°C,17°C/20°C
250,08/09/2018,18°C/22°C,17°C/22°C,18°C/22°C,18°C/22°C,18°C/22°C
251,09/09/2018,20°C/28°C,20°C/28°C,21°C/28°C,21°C/28°C,20°C/28°C
252,10/09/2018,19°C/25°C,18°C/24°C,20°C/25°C,20°C/25°C,19°C/24°C
253,11/09/2018,22°C/28°C,20°C/27°C,22°C/28°C,22°C/28°C,21°C/27°C
254,12/09/2018,22°C/27°C,19°C/27°C,23°C/28°C,23°C/28°C,21°C/26°C
255,13/09/2018,16°C/20°C,15°C/19°C,17°C/20°C,17°C/20°C,14°C/19°C
256,14/09/2018,17°C/21°C,14°C/21°C,17°C/21°C,17°C/21°C,17°C/20°C
257,15/09/2018,17°C/22°C,16°C/22°C,17°C/22°C,17°C/22°C,17°C/22°C
258,16/09/2018,19°C/25°C,18°C/24°C,19°C/25°C,19°C/25°C,19°C/24°C
259,17/09/2018,21°C/28°C,21°C/28°C,21°C/29°C,21°C/29°C,21°C/28°C
260,18/09/2018,21°C/25°C,20°C/24°C,22°C/26°C,20°C/26°C,21°C/25°C
261,19/09/2018,20°C/25°C,19°C/24°C,21°C/25°C,20°C/25°C,20°C/24°C
262,20/09/2018,20°C/25°C,19°C/25°C,20°C/26°C,20°C/26°C,20°C/25°C
263,21/09/2018,16°C/19°C,13°C/18°C,17°C/19°C,15°C/19°C,17°C/19°C
264,22/09/2018,15°C/18°C,15°C/18°C,15°C/18°C,15°C/18°C,15°C/17°C
265,23/09/2018,13°C/21°C,10°C/20°C,16°C/21°C,13°C/21°C,15°C/20°C
266,24/09/2018,13°C/17°C,11°C/17°C,13°C/17°C,12°C/17°C,13°C/17°C
267,25/09/2018,13°C/17°C,12°C/17°C,13°C/17°C,12°C/17°C,12°C/17°C
268,26/09/2018,13°C/21°C,14°C/21°C,13°C/21°C,13°C/21°C,13°C/21°C
269,27/09/2018,17°C/24°C,17°C/25°C,18°C/25°C,18°C/25°C,17°C/24°C
270,28/09/2018,15°C/19°C,13°C/19°C,18°C/20°C,14°C/20°C,17°C/18°C
271,29/09/2018,12°C/18°C,12°C/18°C,12°C/18°C,12°C/18°C,12°C/17°C
272,30/09/2018,12°C/18°C,12°C/18°C,13°C/18°C,13°C/18°C,12°C/18°C
273,01/10/2018,11°C/15°C,9°C/15°C,12°C/15°C,10°C/15°C,12°C/15°C
274,02/10/2018,12°C/15°C,11°C/15°C,11°C/14°C,11°C/14°C,11°C/15°C
275,03/10/2018,16°C/19°C,14°C/19°C,15°C/19°C,15°C/19°C,15°C/19°C
276,04/10/2018,15°C/20°C,15°C/20°C,15°C/21°C,15°C/21°C,15°C/20°C
277,05/10/2018,16°C/24°C,16°C/24°C,16°C/25°C,16°C/25°C,16°C/24°C
278,06/10/2018,18°C/23°C,17°C/23°C,18°C/24°C,18°C/24°C,17°C/22°C
279,07/10/2018,13°C/15°C,12°C/15°C,15°C/16°C,13°C/16°C,13°C/15°C
280,08/10/2018,13°C/18°C,12°C/18°C,13°C/18°C,13°C/18°C,13°C/18°C
281,09/10/2018,15°C/22°C,15°C/22°C,15°C/22°C,15°C/22°C,15°C/22°C
282,10/10/2018,17°C/24°C,17°C/24°C,17°C/25°C,17°C/25°C,17°C/24°C
283,11/10/2018,19°C/25°C,18°C/24°C,20°C/25°C,19°C/25°C,19°C/24°C
284,12/10/2018,19°C/25°C,19°C/25°C,19°C/26°C,19°C/26°C,18°C/24°C
285,13/10/2018,20°C/26°C,20°C/26°C,20°C/26°C,20°C/26°C,20°C/26°C
286,14/10/2018,20°C/24°C,20°C/25°C,20°C/25°C,20°C/25°C,20°C/24°C
287,15/10/2018,20°C/25°C,19°C/25°C,20°C/25°C,19°C/25°C,20°C/25°C
288,16/10/2018,20°C/24°C,17°C/23°C,20°C/24°C,19°C/24°C,20°C/23°C
289,17/10/2018,17°C/21°C,16°C/21°C,17°C/22°C,17°C/22°C,16°C/21°C
290,18/10/2018,15°C/20°C,14°C/19°C,15°C/21°C,15°C/21°C,15°C/19°C
291,19/10/2018,14°C/18°C,13°C/18°C,14°C/19°C,14°C/19°C,13°C/18°C
292,20/10/2018,12°C/17°C,11°C/16°C,12°C/17°C,12°C/17°C,12°C/16°C
293,21/10/2018,12°C/18°C,12°C/18°C,12°C/18°C,12°C/18°C,12°C/17°C
