,Date,Paris,Paris_weather,Paris_min,Paris_max,Paris_avg,Versailles,Versailles_weather,Versailles_min,Versailles_max,Versailles_avg,Melun,Melun_weather,Melun_min,Melun_max,Fontainebleau,Fontainebleau_weather,Fontainebleau_min,Fontainebleau_max,Fontainebleau_avg,Cergy,Cergy_weather,Cergy_min,Cergy_max,Cergy_avg
210,30/07/2019,21°C/24°C,3,21,24,22.5,17°C/23°C,3,17,23,20.0,20°C/24°C,2,20,24,17°C/24°C,2,17,24,20.5,21°C/24°C,3,21,24,22.5
211,31/07/2019,19°C/22°C,3,19,22,20.5,14°C/21°C,3,14,21,17.5,18°C/23°C,3,18,23,14°C/23°C,3,14,23,18.5,18°C/21°C,2,18,21,19.5
212,01/08/2019,22°C/28°C,3,22,28,25.0,17°C/26°C,3,17,26,21.5,21°C/28°C,3,21,28,15°C/28°C,3,15,28,21.5,22°C/26°C,3,22,26,24.0
213,02/08/2019,22°C/28°C,3,22,28,25.0,19°C/27°C,3,19,27,23.0,22°C/27°C,3,22,27,17°C/27°C,3,17,27,22.0,21°C/26°C,3,21,26,23.5
214,03/08/2019,20°C/26°C,3,20,26,23.0,18°C/26°C,3,18,26,22.0,19°C/25°C,3,19,25,15°C/25°C,3,15,25,20.0,20°C/25°C,3,20,25,22.5
215,04/08/2019,23°C/32°C,3,23,32,27.5,19°C/30°C,3,19,30,24.5,23°C/31°C,3,23,31,16°C/31°C,3,16,31,23.5,23°C/30°C,3,23,30,26.5
216,05/08/2019,21°C/28°C,3,21,28,24.5,18°C/27°C,3,18,27,22.5,21°C/27°C,3,21,27,18°C/27°C,3,18,27,22.5,21°C/27°C,3,21,27,24.0
217,06/08/2019,17°C/22°C,2,17,22,19.5,13°C/20°C,2,13,20,16.5,18°C/20°C,2,18,20,11°C/20°C,2,11,20,15.5,19°C/21°C,2,19,21,20.0
218,07/08/2019,21°C/26°C,2,21,26,23.5,16°C/24°C,2,16,24,20.0,20°C/26°C,2,20,26,17°C/26°C,2,17,26,21.5,19°C/24°C,2,19,24,21.5
219,08/08/2019,23°C/29°C,3,23,29,26.0,18°C/29°C,3,18,29,23.5,22°C/29°C,3,22,29,17°C/29°C,3,17,29,23.0,22°C/29°C,3,22,29,25.5
220,09/08/2019,23°C/27°C,2,23,27,25.0,20°C/25°C,2,20,25,22.5,24°C/28°C,2,24,28,19°C/28°C,2,19,28,23.5,23°C/26°C,2,23,26,24.5
221,10/08/2019,20°C/25°C,2,20,25,22.5,18°C/24°C,2,18,24,21.0,20°C/25°C,2,20,25,18°C/25°C,2,18,25,21.5,20°C/24°C,2,20,24,22.0
222,11/08/2019,19°C/22°C,3,19,22,20.5,14°C/21°C,2,14,21,17.5,17°C/21°C,3,17,21,13°C/21°C,3,13,21,17.0,18°C/22°C,3,18,22,20.0
223,12/08/2019,19°C/23°C,3,19,23,21.0,14°C/22°C,3,14,22,18.0,18°C/23°C,3,18,23,13°C/23°C,3,13,23,18.0,18°C/22°C,3,18,22,20.0
224,13/08/2019,17°C/21°C,3,17,21,19.0,12°C/20°C,3,12,20,16.0,16°C/21°C,3,16,21,13°C/21°C,3,13,21,17.0,16°C/19°C,3,16,19,17.5
225,14/08/2019,19°C/24°C,2,19,24,21.5,14°C/23°C,3,14,23,18.5,18°C/24°C,2,18,24,13°C/24°C,2,13,24,18.5,18°C/22°C,2,18,22,20.0
226,15/08/2019,19°C/23°C,2,19,23,21.0,16°C/22°C,2,16,22,19.0,18°C/22°C,2,18,22,16°C/22°C,2,16,22,19.0,18°C/23°C,2,18,23,20.5
227,16/08/2019,20°C/25°C,3,20,25,22.5,15°C/24°C,3,15,24,19.5,19°C/25°C,3,19,25,14°C/25°C,3,14,25,19.5,19°C/24°C,3,19,24,21.5
228,17/08/2019,18°C/20°C,2,18,20,19.0,16°C/19°C,2,16,19,17.5,16°C/19°C,2,16,19,13°C/19°C,2,13,19,16.0,18°C/21°C,2,18,21,19.5
229,18/08/2019,21°C/23°C,2,21,23,22.0,16°C/21°C,1,16,21,18.5,21°C/23°C,3,21,23,17°C/23°C,3,17,23,20.0,19°C/22°C,1,19,22,20.5
230,19/08/2019,19°C/23°C,3,19,23,21.0,14°C/21°C,3,14,21,17.5,18°C/22°C,3,18,22,15°C/22°C,3,15,22,18.5,17°C/22°C,3,17,22,19.5
231,20/08/2019,19°C/23°C,3,19,23,21.0,15°C/21°C,3,15,21,18.0,18°C/23°C,3,18,23,15°C/23°C,3,15,23,19.0,17°C/21°C,3,17,21,19.0
232,21/08/2019,19°C/26°C,3,19,26,22.5,15°C/24°C,3,15,24,19.5,18°C/24°C,3,18,24,14°C/24°C,3,14,24,19.0,18°C/24°C,3,18,24,21.0
233,22/08/2019,21°C/28°C,3,21,28,24.5,18°C/27°C,3,18,27,22.5,20°C/26°C,3,20,26,16°C/26°C,3,16,26,21.0,20°C/27°C,3,20,27,23.5
234,23/08/2019,21°C/28°C,3,21,28,24.5,17°C/28°C,2,17,28,22.5,20°C/28°C,3,20,28,15°C/28°C,3,15,28,21.5,20°C/28°C,3,20,28,24.0
235,24/08/2019,23°C/31°C,3,23,31,27.0,19°C/30°C,3,19,30,24.5,22°C/30°C,3,22,30,18°C/30°C,3,18,30,24.0,22°C/30°C,3,22,30,26.0
236,25/08/2019,28°C/37°C,3,28,37,32.5,24°C/34°C,3,24,34,29.0,26°C/35°C,3,26,35,20°C/35°C,3,20,35,27.5,27°C/34°C,3,27,34,30.5
237,26/08/2019,28°C/33°C,3,28,33,30.5,25°C/33°C,3,25,33,29.0,25°C/32°C,3,25,32,21°C/32°C,3,21,32,26.5,27°C/33°C,3,27,33,30.0
238,27/08/2019,26°C/34°C,3,26,34,30.0,23°C/33°C,3,23,33,28.0,25°C/33°C,3,25,33,21°C/33°C,3,21,33,27.0,26°C/33°C,3,26,33,29.5
239,28/08/2019,24°C/28°C,3,24,28,26.0,20°C/26°C,3,20,26,23.0,22°C/28°C,3,22,28,20°C/28°C,3,20,28,24.0,23°C/27°C,3,23,27,25.0
240,29/08/2019,21°C/26°C,3,21,26,23.5,17°C/24°C,3,17,24,20.5,21°C/26°C,3,21,26,18°C/26°C,3,18,26,22.0,19°C/24°C,3,19,24,21.5
241,30/08/2019,23°C/28°C,3,23,28,25.5,18°C/27°C,3,18,27,22.5,20°C/28°C,3,20,28,14°C/28°C,3,14,28,21.0,21°C/27°C,3,21,27,24.0
242,31/08/2019,23°C/30°C,3,23,30,26.5,19°C/29°C,3,19,29,24.0,23°C/31°C,3,23,31,17°C/31°C,3,17,31,24.0,23°C/29°C,3,23,29,26.0
243,01/09/2019,19°C/23°C,2,19,23,21.0,15°C/22°C,3,15,22,18.5,17°C/23°C,2,17,23,16°C/23°C,2,16,23,19.5,17°C/22°C,3,17,22,19.5
244,02/09/2019,18°C/24°C,3,18,24,21.0,13°C/22°C,2,13,22,17.5,17°C/23°C,3,17,23,13°C/23°C,3,13,23,18.0,16°C/23°C,3,16,23,19.5
245,03/09/2019,19°C/25°C,3,19,25,22.0,15°C/24°C,3,15,24,19.5,19°C/25°C,3,19,25,13°C/25°C,3,13,25,19.0,17°C/23°C,3,17,23,20.0
246,04/09/2019,19°C/23°C,3,19,23,21.0,14°C/22°C,3,14,22,18.0,19°C/23°C,3,19,23,13°C/23°C,3,13,23,18.0,18°C/23°C,3,18,23,20.5
247,05/09/2019,16°C/19°C,3,16,19,17.5,12°C/19°C,2,12,19,15.5,16°C/19°C,3,16,19,11°C/19°C,3,11,19,15.0,15°C/19°C,2,15,19,17.0
248,06/09/2019,16°C/22°C,3,16,22,19.0,11°C/21°C,3,11,21,16.0,14°C/21°C,3,14,21,10°C/21°C,3,10,21,15.5,14°C/21°C,3,14,21,17.5
249,07/09/2019,16°C/20°C,2,16,20,18.0,12°C/19°C,2,12,19,15.5,14°C/20°C,2,14,20,12°C/20°C,2,12,20,16.0,16°C/19°C,3,16,19,17.5
250,08/09/2019,14°C/19°C,2,14,19,16.5,11°C/17°C,2,11,17,14.0,14°C/18°C,2,14,18,10°C/18°C,2,10,18,14.0,13°C/18°C,2,13,18,15.5
251,09/09/2019,13°C/19°C,2,13,19,16.0,11°C/17°C,2,11,17,14.0,12°C/19°C,2,12,19,9°C/19°C,2,9,19,14.0,14°C/18°C,2,14,18,16.0
252,10/09/2019,16°C/23°C,3,16,23,19.5,13°C/22°C,3,13,22,17.5,16°C/22°C,3,16,22,11°C/22°C,3,11,22,16.5,16°C/22°C,3,16,22,19.0
253,11/09/2019,17°C/23°C,3,17,23,20.0,13°C/22°C,3,13,22,17.5,16°C/23°C,3,16,23,12°C/23°C,3,12,23,17.5,16°C/21°C,2,16,21,18.5
254,12/09/2019,18°C/24°C,2,18,24,21.0,15°C/23°C,2,15,23,19.0,19°C/24°C,2,19,24,15°C/24°C,2,15,24,19.5,18°C/23°C,2,18,23,20.5
255,13/09/2019,19°C/25°C,3,19,25,22.0,16°C/24°C,3,16,24,20.0,18°C/25°C,3,18,25,15°C/25°C,3,15,25,20.0,19°C/24°C,3,19,24,21.5
256,14/09/2019,19°C/28°C,3,19,28,23.5,15°C/27°C,3,15,27,21.0,19°C/26°C,3,19,26,14°C/26°C,3,14,26,20.0,17°C/26°C,3,17,26,21.5
257,15/09/2019,23°C/32°C,3,23,32,27.5,19°C/29°C,3,19,29,24.0,22°C/30°C,3,22,30,18°C/30°C,3,18,30,24.0,21°C/30°C,3,21,30,25.5
258,16/09/2019,0°C/22°C,3,0,22,11.0,16°C/21°C,3,16,21,18.5,0°C/18°C,3,0,18,15°C/18°C,3,15,18,16.5,0°C/21°C,3,0,21,10.5
259,17/09/2019,18°C/23°C,3,18,23,20.5,15°C/22°C,3,15,22,18.5,17°C/22°C,2,17,22,14°C/22°C,2,14,22,18.0,18°C/22°C,3,18,22,20.0
260,18/09/2019,14°C/19°C,3,14,19,16.5,11°C/19°C,3,11,19,15.0,13°C/19°C,3,13,19,9°C/19°C,3,9,19,14.0,13°C/19°C,3,13,19,16.0
261,19/09/2019,14°C/20°C,3,14,20,17.0,11°C/19°C,3,11,19,15.0,13°C/20°C,3,13,20,9°C/20°C,3,9,20,14.5,13°C/20°C,3,13,20,16.5
262,20/09/2019,15°C/23°C,3,15,23,19.0,11°C/22°C,3,11,22,16.5,13°C/23°C,3,13,23,9°C/23°C,3,9,23,16.0,14°C/22°C,3,14,22,18.0
263,21/09/2019,18°C/28°C,3,18,28,23.0,14°C/27°C,3,14,27,20.5,18°C/27°C,3,18,27,12°C/27°C,3,12,27,19.5,17°C/26°C,3,17,26,21.5
264,22/09/2019,18°C/22°C,3,18,22,20.0,16°C/20°C,2,16,20,18.0,18°C/20°C,2,18,20,16°C/20°C,2,16,20,18.0,18°C/21°C,2,18,21,19.5
265,23/09/2019,16°C/22°C,3,16,22,19.0,12°C/21°C,3,12,21,16.5,15°C/22°C,3,15,22,12°C/22°C,3,12,22,17.0,15°C/22°C,3,15,22,18.5
266,24/09/2019,16°C/20°C,1,16,20,18.0,15°C/20°C,2,15,20,17.5,15°C/20°C,1,15,20,15°C/20°C,1,15,20,17.5,16°C/20°C,1,16,20,18.0
267,25/09/2019,15°C/18°C,1,15,18,16.5,14°C/18°C,1,14,18,16.0,15°C/18°C,1,15,18,13°C/18°C,1,13,18,15.5,15°C/18°C,1,15,18,16.5
268,26/09/2019,18°C/21°C,2,18,21,19.5,16°C/20°C,2,16,20,18.0,17°C/21°C,2,17,21,16°C/21°C,2,16,21,18.5,18°C/20°C,2,18,20,19.0
269,27/09/2019,17°C/21°C,2,17,21,19.0,14°C/20°C,2,14,20,17.0,17°C/20°C,2,17,20,15°C/20°C,2,15,20,17.5,17°C/21°C,2,17,21,19.0
270,28/09/2019,15°C/19°C,3,15,19,17.0,12°C/18°C,3,12,18,15.0,15°C/19°C,3,15,19,12°C/19°C,3,12,19,15.5,15°C/19°C,3,15,19,17.0
271,29/09/2019,16°C/19°C,2,16,19,17.5,14°C/19°C,2,14,19,16.5,15°C/19°C,2,15,19,13°C/19°C,2,13,19,16.0,16°C/19°C,1,16,19,17.5
272,30/09/2019,15°C/20°C,2,15,20,17.5,11°C/19°C,3,11,19,15.0,14°C/20°C,3,14,20,11°C/20°C,3,11,20,15.5,14°C/20°C,2,14,20,17.0
273,01/10/2019,19°C/21°C,2,19,21,20.0,15°C/20°C,2,15,20,17.5,18°C/20°C,1,18,20,16°C/20°C,1,16,20,18.0,18°C/20°C,2,18,20,19.0
274,02/10/2019,14°C/16°C,2,14,16,15.0,9°C/16°C,2,9,16,12.5,14°C/16°C,2,14,16,10°C/16°C,2,10,16,13.0,14°C/15°C,2,14,15,14.5
275,03/10/2019,11°C/16°C,3,11,16,13.5,8°C/15°C,3,8,15,11.5,9°C/15°C,3,9,15,6°C/15°C,3,6,15,10.5,11°C/15°C,3,11,15,13.0
276,04/10/2019,15°C/17°C,2,15,17,16.0,13°C/16°C,2,13,16,14.5,15°C/16°C,2,15,16,11°C/16°C,2,11,16,13.5,14°C/16°C,2,14,16,15.0
277,05/10/2019,14°C/16°C,2,14,16,15.0,13°C/17°C,2,13,17,15.0,14°C/16°C,2,14,16,13°C/16°C,2,13,16,14.5,14°C/16°C,2,14,16,15.0
278,06/10/2019,15°C/18°C,1,15,18,16.5,12°C/17°C,1,12,17,14.5,14°C/18°C,1,14,18,12°C/18°C,1,12,18,15.0,15°C/17°C,1,15,17,16.0
279,07/10/2019,14°C/17°C,2,14,17,15.5,7°C/16°C,2,7,16,11.5,13°C/17°C,2,13,17,11°C/17°C,2,11,17,14.0,13°C/17°C,2,13,17,15.0
280,08/10/2019,13°C/15°C,1,13,15,14.0,12°C/15°C,1,12,15,13.5,14°C/16°C,1,14,16,12°C/16°C,1,12,16,14.0,14°C/15°C,1,14,15,14.5
281,09/10/2019,13°C/16°C,2,13,16,14.5,10°C/15°C,2,10,15,12.5,12°C/15°C,3,12,15,10°C/15°C,3,10,15,12.5,12°C/16°C,3,12,16,14.0
282,10/10/2019,13°C/18°C,2,13,18,15.5,11°C/17°C,2,11,17,14.0,13°C/17°C,3,13,17,11°C/17°C,3,11,17,14.0,13°C/17°C,2,13,17,15.0
283,11/10/2019,14°C/20°C,2,14,20,17.0,11°C/19°C,2,11,19,15.0,13°C/20°C,2,13,20,11°C/20°C,2,11,20,15.5,14°C/19°C,2,14,19,16.5
284,12/10/2019,15°C/20°C,2,15,20,17.5,13°C/20°C,3,13,20,16.5,14°C/20°C,2,14,20,12°C/20°C,2,12,20,16.0,15°C/20°C,3,15,20,17.5
285,13/10/2019,19°C/24°C,3,19,24,21.5,16°C/23°C,3,16,23,19.5,18°C/25°C,3,18,25,15°C/25°C,3,15,25,20.0,19°C/23°C,3,19,23,21.0
286,14/10/2019,18°C/22°C,3,18,22,20.0,15°C/21°C,3,15,21,18.0,17°C/22°C,3,17,22,15°C/22°C,3,15,22,18.5,18°C/22°C,3,18,22,20.0
287,15/10/2019,15°C/17°C,3,15,17,16.0,12°C/16°C,3,12,16,14.0,14°C/16°C,2,14,16,12°C/16°C,2,12,16,14.0,15°C/17°C,3,15,17,16.0
288,16/10/2019,14°C/15°C,2,14,15,14.5,10°C/14°C,2,10,14,12.0,14°C/15°C,2,14,15,10°C/15°C,2,10,15,12.5,14°C/15°C,1,14,15,14.5
289,17/10/2019,14°C/16°C,2,14,16,15.0,12°C/16°C,2,12,16,14.0,13°C/15°C,2,13,15,13°C/15°C,2,13,15,14.0,13°C/16°C,2,13,16,14.5
290,18/10/2019,14°C/17°C,2,14,17,15.5,13°C/16°C,2,13,16,14.5,13°C/16°C,2,13,16,13°C/16°C,2,13,16,14.5,14°C/16°C,2,14,16,15.0
291,19/10/2019,14°C/16°C,1,14,16,15.0,12°C/16°C,1,12,16,14.0,13°C/14°C,1,13,14,12°C/14°C,1,12,14,13.0,14°C/16°C,1,14,16,15.0
292,20/10/2019,12°C/14°C,1,12,14,13.0,10°C/13°C,1,10,13,11.5,11°C/12°C,1,11,12,11°C/12°C,1,11,12,11.5,11°C/13°C,1,11,13,12.0
293,21/10/2019,12°C/15°C,2,12,15,13.5,10°C/14°C,2,10,14,12.0,12°C/15°C,2,12,15,11°C/15°C,2,11,15,13.0,12°C/15°C,2,12,15,13.5
294,22/10/2019,12°C/15°C,3,12,15,13.5,10°C/15°C,3,10,15,12.5,11°C/15°C,3,11,15,9°C/15°C,3,9,15,12.0,11°C/15°C,3,11,15,13.0
295,23/10/2019,13°C/17°C,3,13,17,15.0,5°C/16°C,3,5,16,10.5,13°C/16°C,3,13,16,10°C/16°C,3,10,16,13.0,13°C/16°C,2,13,16,14.5
296,24/10/2019,15°C/18°C,3,15,18,16.5,13°C/16°C,3,13,16,14.5,15°C/17°C,3,15,17,13°C/17°C,3,13,17,15.0,15°C/17°C,3,15,17,16.0
297,25/10/2019,13°C/17°C,2,13,17,15.0,11°C/15°C,2,11,15,13.0,12°C/17°C,2,12,17,10°C/17°C,2,10,17,13.5,13°C/16°C,2,13,16,14.5
298,26/10/2019,14°C/20°C,2,14,20,17.0,12°C/19°C,3,12,19,15.5,13°C/19°C,3,13,19,12°C/19°C,3,12,19,15.5,15°C/20°C,3,15,20,17.5
299,27/10/2019,7°C/16°C,1,7,16,11.5,4°C/14°C,1,4,14,9.0,8°C/14°C,1,8,14,6°C/14°C,1,6,14,10.0,8°C/15°C,1,8,15,11.5
300,28/10/2019,8°C/11°C,3,8,11,9.5,8°C/10°C,3,8,10,9.0,8°C/10°C,2,8,10,7°C/10°C,2,7,10,8.5,8°C/11°C,3,8,11,9.5
301,29/10/2019,9°C/10°C,3,9,10,9.5,4°C/10°C,2,4,10,7.0,8°C/9°C,3,8,9,3°C/9°C,3,3,9,6.0,9°C/10°C,3,9,10,9.5
302,30/10/2019,9°C/10°C,2,9,10,9.5,4°C/9°C,2,4,9,6.5,8°C/10°C,2,8,10,8°C/10°C,2,8,10,9.0,5°C/9°C,2,5,9,7.0
303,31/10/2019,10°C/11°C,1,10,11,10.5,6°C/10°C,1,6,10,8.0,9°C/11°C,1,9,11,6°C/11°C,1,6,11,8.5,9°C/11°C,1,9,11,10.0
304,01/11/2019,12°C/15°C,1,12,15,13.5,11°C/15°C,1,11,15,13.0,12°C/14°C,1,12,14,9°C/14°C,1,9,14,11.5,12°C/15°C,1,12,15,13.5
305,02/11/2019,12°C/15°C,2,12,15,13.5,10°C/15°C,2,10,15,12.5,12°C/15°C,2,12,15,11°C/15°C,2,11,15,13.0,13°C/15°C,2,13,15,14.0
306,03/11/2019,12°C/13°C,1,12,13,12.5,7°C/13°C,1,7,13,10.0,12°C/13°C,1,12,13,7°C/13°C,1,7,13,10.0,12°C/13°C,1,12,13,12.5
307,04/11/2019,12°C/14°C,2,12,14,13.0,7°C/13°C,3,7,13,10.0,12°C/13°C,2,12,13,9°C/13°C,2,9,13,11.0,11°C/13°C,2,11,13,12.0
308,05/11/2019,10°C/13°C,2,10,13,11.5,8°C/12°C,2,8,12,10.0,9°C/13°C,2,9,13,8°C/13°C,2,8,13,10.5,10°C/12°C,2,10,12,11.0
309,06/11/2019,10°C/12°C,2,10,12,11.0,7°C/12°C,2,7,12,9.5,9°C/12°C,2,9,12,7°C/12°C,2,7,12,9.5,10°C/11°C,3,10,11,10.5
310,07/11/2019,10°C/11°C,2,10,11,10.5,7°C/10°C,3,7,10,8.5,9°C/10°C,2,9,10,7°C/10°C,2,7,10,8.5,9°C/10°C,2,9,10,9.5
311,08/11/2019,7°C/11°C,3,7,11,9.0,5°C/9°C,3,5,9,7.0,5°C/10°C,3,5,10,4°C/10°C,3,4,10,7.0,7°C/10°C,3,7,10,8.5
312,09/11/2019,7°C/10°C,3,7,10,8.5,6°C/9°C,3,6,9,7.5,6°C/9°C,3,6,9,4°C/9°C,3,4,9,6.5,7°C/9°C,3,7,9,8.0
313,10/11/2019,7°C/9°C,1,7,9,8.0,6°C/8°C,2,6,8,7.0,6°C/8°C,1,6,8,5°C/8°C,1,5,8,6.5,6°C/9°C,2,6,9,7.5
314,11/11/2019,6°C/9°C,1,6,9,7.5,5°C/8°C,1,5,8,6.5,5°C/8°C,2,5,8,4°C/8°C,2,4,8,6.0,6°C/9°C,1,6,9,7.5
315,12/11/2019,7°C/8°C,2,7,8,7.5,5°C/7°C,2,5,7,6.0,6°C/8°C,2,6,8,4°C/8°C,2,4,8,6.0,5°C/7°C,2,5,7,6.0
316,13/11/2019,7°C/10°C,2,7,10,8.5,5°C/9°C,2,5,9,7.0,5°C/9°C,3,5,9,4°C/9°C,3,4,9,6.5,7°C/9°C,2,7,9,8.0
317,14/11/2019,6°C/8°C,2,6,8,7.0,4°C/8°C,2,4,8,6.0,5°C/8°C,2,5,8,5°C/8°C,2,5,8,6.5,6°C/8°C,3,6,8,7.0
318,15/11/2019,3°C/6°C,1,3,6,4.5,-1°C/5°C,1,-1,5,2.0,4°C/5°C,1,4,5,-2°C/5°C,1,-2,5,1.5,4°C/5°C,1,4,5,4.5
319,16/11/2019,5°C/7°C,2,5,7,6.0,2°C/6°C,2,2,6,4.0,5°C/6°C,2,5,6,1°C/6°C,2,1,6,3.5,6°C/7°C,2,6,7,6.5
320,17/11/2019,5°C/8°C,3,5,8,6.5,4°C/7°C,2,4,7,5.5,3°C/7°C,3,3,7,2°C/7°C,3,2,7,4.5,5°C/7°C,2,5,7,6.0
321,18/11/2019,5°C/8°C,2,5,8,6.5,3°C/7°C,2,3,7,5.0,4°C/7°C,2,4,7,3°C/7°C,2,3,7,5.0,5°C/7°C,2,5,7,6.0
322,19/11/2019,7°C/10°C,3,7,10,8.5,5°C/8°C,3,5,8,6.5,7°C/8°C,3,7,8,5°C/8°C,3,5,8,6.5,7°C/8°C,3,7,8,7.5
323,20/11/2019,3°C/7°C,2,3,7,5.0,2°C/6°C,2,2,6,4.0,2°C/6°C,3,2,6,1°C/6°C,3,1,6,3.5,3°C/6°C,2,3,6,4.5
324,21/11/2019,5°C/10°C,3,5,10,7.5,3°C/9°C,3,3,9,6.0,5°C/10°C,3,5,10,3°C/10°C,3,3,10,6.5,5°C/9°C,3,5,9,7.0
325,22/11/2019,6°C/11°C,3,6,11,8.5,3°C/10°C,3,3,10,6.5,6°C/11°C,3,6,11,5°C/11°C,3,5,11,8.0,7°C/10°C,3,7,10,8.5
326,23/11/2019,10°C/11°C,1,10,11,10.5,10°C/12°C,1,10,12,11.0,9°C/11°C,1,9,11,8°C/11°C,1,8,11,9.5,9°C/11°C,1,9,11,10.0
327,24/11/2019,8°C/11°C,2,8,11,9.5,8°C/11°C,3,8,11,9.5,8°C/11°C,3,8,11,7°C/11°C,3,7,11,9.0,8°C/10°C,2,8,10,9.0
328,25/11/2019,7°C/10°C,2,7,10,8.5,3°C/9°C,2,3,9,6.0,8°C/9°C,2,8,9,2°C/9°C,2,2,9,5.5,2°C/9°C,2,2,9,5.5
329,26/11/2019,10°C/12°C,2,10,12,11.0,6°C/11°C,2,6,11,8.5,9°C/11°C,2,9,11,9°C/11°C,2,9,11,10.0,10°C/11°C,2,10,11,10.5
330,27/11/2019,11°C/13°C,2,11,13,12.0,10°C/12°C,1,10,12,11.0,11°C/12°C,2,11,12,10°C/12°C,2,10,12,11.0,11°C/12°C,1,11,12,11.5
331,28/11/2019,11°C/12°C,1,11,12,11.5,9°C/11°C,2,9,11,10.0,10°C/12°C,1,10,12,10°C/12°C,1,10,12,11.0,10°C/12°C,2,10,12,11.0
332,29/11/2019,9°C/10°C,2,9,10,9.5,7°C/9°C,2,7,9,8.0,6°C/9°C,2,6,9,6°C/9°C,2,6,9,7.5,6°C/8°C,1,6,8,7.0
333,30/11/2019,6°C/8°C,3,6,8,7.0,5°C/7°C,2,5,7,6.0,4°C/7°C,3,4,7,4°C/7°C,3,4,7,5.5,6°C/7°C,3,6,7,6.5
334,01/12/2019,3°C/5°C,2,3,5,4.0,-3°C/5°C,2,-3,5,1.0,-1°C/4°C,2,-1,4,-1°C/4°C,2,-1,4,1.5,3°C/4°C,1,3,4,3.5
335,02/12/2019,3°C/7°C,3,3,7,5.0,2°C/6°C,3,2,6,4.0,2°C/6°C,3,2,6,1°C/6°C,3,1,6,3.5,3°C/7°C,3,3,7,5.0
336,03/12/2019,4°C/10°C,3,4,10,7.0,3°C/8°C,3,3,8,5.5,3°C/8°C,3,3,8,2°C/8°C,3,2,8,5.0,3°C/8°C,3,3,8,5.5
337,04/12/2019,3°C/6°C,3,3,6,4.5,2°C/5°C,3,2,5,3.5,2°C/6°C,3,2,6,1°C/6°C,3,1,6,3.5,2°C/5°C,3,2,5,3.5
338,05/12/2019,4°C/8°C,3,4,8,6.0,2°C/6°C,3,2,6,4.0,3°C/7°C,3,3,7,1°C/7°C,3,1,7,4.0,3°C/6°C,3,3,6,4.5
339,06/12/2019,4°C/6°C,2,4,6,5.0,-1°C/6°C,2,-1,6,2.5,2°C/5°C,2,2,5,-2°C/5°C,2,-2,5,1.5,4°C/7°C,1,4,7,5.5
340,07/12/2019,9°C/10°C,2,9,10,9.5,8°C/10°C,2,8,10,9.0,8°C/10°C,2,8,10,4°C/10°C,2,4,10,7.0,8°C/10°C,2,8,10,9.0
341,08/12/2019,10°C/12°C,1,10,12,11.0,8°C/12°C,1,8,12,10.0,11°C/12°C,1,11,12,9°C/12°C,1,9,12,10.5,10°C/12°C,1,10,12,11.0
342,09/12/2019,7°C/9°C,2,7,9,8.0,6°C/9°C,2,6,9,7.5,8°C/9°C,2,8,9,5°C/9°C,2,5,9,7.0,8°C/9°C,2,8,9,8.5
343,10/12/2019,5°C/9°C,3,5,9,7.0,0°C/6°C,2,0,6,3.0,3°C/7°C,3,3,7,3°C/7°C,3,3,7,5.0,4°C/7°C,2,4,7,5.5
344,11/12/2019,7°C/8°C,1,7,8,7.5,5°C/8°C,2,5,8,6.5,6°C/8°C,1,6,8,6°C/8°C,1,6,8,7.0,7°C/8°C,2,7,8,7.5
345,12/12/2019,4°C/7°C,2,4,7,5.5,2°C/6°C,2,2,6,4.0,3°C/6°C,2,3,6,-1°C/6°C,2,-1,6,2.5,4°C/7°C,2,4,7,5.5
346,13/12/2019,7°C/9°C,1,7,9,8.0,-0°C/8°C,1,-0,8,4.0,6°C/8°C,2,6,8,6°C/8°C,2,6,8,7.0,7°C/8°C,2,7,8,7.5
347,14/12/2019,8°C/10°C,2,8,10,9.0,4°C/10°C,3,4,10,7.0,8°C/10°C,3,8,10,6°C/10°C,3,6,10,8.0,8°C/9°C,2,8,9,8.5
348,15/12/2019,9°C/11°C,3,9,11,10.0,7°C/11°C,3,7,11,9.0,8°C/11°C,3,8,11,8°C/11°C,3,8,11,9.5,8°C/10°C,3,8,10,9.0
349,16/12/2019,9°C/10°C,1,9,10,9.5,7°C/10°C,1,7,10,8.5,9°C/11°C,1,9,11,5°C/11°C,1,5,11,8.0,2°C/9°C,1,2,9,5.5
350,17/12/2019,11°C/14°C,2,11,14,12.5,9°C/13°C,2,9,13,11.0,11°C/13°C,2,11,13,10°C/13°C,2,10,13,11.5,11°C/13°C,2,11,13,12.0
351,18/12/2019,8°C/11°C,3,8,11,9.5,5°C/10°C,3,5,10,7.5,7°C/11°C,3,7,11,7°C/11°C,3,7,11,9.0,7°C/10°C,3,7,10,8.5
352,19/12/2019,11°C/13°C,2,11,13,12.0,6°C/12°C,2,6,12,9.0,11°C/13°C,2,11,13,6°C/13°C,2,6,13,9.5,11°C/12°C,2,11,12,11.5
353,20/12/2019,10°C/13°C,2,10,13,11.5,8°C/13°C,2,8,13,10.5,11°C/13°C,2,11,13,8°C/13°C,2,8,13,10.5,11°C/12°C,2,11,12,11.5
354,21/12/2019,8°C/10°C,2,8,10,9.0,6°C/9°C,2,6,9,7.5,7°C/10°C,3,7,10,6°C/10°C,3,6,10,8.0,8°C/10°C,2,8,10,9.0
