,Date,Paris,Paris_weather,Paris_min,Paris_max,Paris_avg,Versailles,Versailles_weather,Versailles_min,Versailles_max,Versailles_avg,Melun,Melun_weather,Melun_min,Melun_max,Fontainebleau,Fontainebleau_weather,Fontainebleau_min,Fontainebleau_max,Fontainebleau_avg,Cergy,Cergy_weather,Cergy_min,Cergy_max,Cergy_avg
18,19/01/2020,4°C/7°C,3,4,7,5.5,2°C/7°C,3,2,7,4.5,2°C/7°C,3,2,7,1°C/7°C,3,1,7,4.0,3°C/7°C,3,3,7,5.0
19,20/01/2020,3°C/7°C,3,3,7,5.0,3°C/6°C,3,3,6,4.5,2°C/6°C,3,2,6,1°C/6°C,3,1,6,3.5,2°C/6°C,3,2,6,4.0
20,21/01/2020,3°C/8°C,3,3,8,5.5,2°C/6°C,3,2,6,4.0,1°C/7°C,3,1,7,-0°C/7°C,3,-0,7,3.5,2°C/6°C,3,2,6,4.0
21,22/01/2020,3°C/7°C,3,3,7,5.0,0°C/5°C,3,0,5,2.5,1°C/6°C,3,1,6,0°C/6°C,3,0,6,3.0,2°C/5°C,3,2,5,3.5
22,23/01/2020,3°C/8°C,3,3,8,5.5,1°C/6°C,3,1,6,3.5,1°C/6°C,3,1,6,0°C/6°C,3,0,6,3.0,1°C/6°C,3,1,6,3.5
23,24/01/2020,3°C/8°C,3,3,8,5.5,2°C/9°C,3,2,9,5.5,2°C/9°C,3,2,9,1°C/9°C,3,1,9,5.0,2°C/7°C,3,2,7,4.5
24,25/01/2020,3°C/8°C,2,3,8,5.5,3°C/8°C,2,3,8,5.5,3°C/8°C,3,3,8,2°C/8°C,3,2,8,5.0,3°C/7°C,2,3,7,5.0
25,26/01/2020,5°C/10°C,3,5,10,7.5,4°C/9°C,3,4,9,6.5,5°C/10°C,3,5,10,3°C/10°C,3,3,10,6.5,5°C/9°C,3,5,9,7.0
26,27/01/2020,8°C/9°C,1,8,9,8.5,8°C/9°C,1,8,9,8.5,8°C/9°C,1,8,9,8°C/9°C,1,8,9,8.5,9°C/10°C,1,9,10,9.5
27,28/01/2020,6°C/9°C,2,6,9,7.5,2°C/8°C,2,2,8,5.0,6°C/8°C,2,6,8,5°C/8°C,2,5,8,6.5,5°C/7°C,2,5,7,6.0
28,29/01/2020,6°C/9°C,2,6,9,7.5,4°C/9°C,2,4,9,6.5,5°C/9°C,2,5,9,4°C/9°C,2,4,9,6.5,6°C/9°C,2,6,9,7.5
29,30/01/2020,6°C/11°C,2,6,11,8.5,5°C/12°C,2,5,12,8.5,6°C/11°C,2,6,11,5°C/11°C,2,5,11,8.0,7°C/12°C,2,7,12,9.5
30,31/01/2020,11°C/13°C,2,11,13,12.0,11°C/12°C,2,11,12,11.5,11°C/14°C,2,11,14,11°C/14°C,2,11,14,12.5,11°C/12°C,2,11,12,11.5
31,01/02/2020,12°C/14°C,1,12,14,13.0,11°C/13°C,1,11,13,12.0,12°C/14°C,1,12,14,11°C/14°C,1,11,14,12.5,12°C/14°C,1,12,14,13.0
32,02/02/2020,13°C/16°C,1,13,16,14.5,11°C/15°C,1,11,15,13.0,13°C/16°C,1,13,16,10°C/16°C,1,10,16,13.0,13°C/15°C,1,13,15,14.0
33,03/02/2020,11°C/13°C,3,11,13,12.0,9°C/12°C,3,9,12,10.5,10°C/13°C,2,10,13,5°C/13°C,2,5,13,9.0,11°C/13°C,3,11,13,12.0
34,04/02/2020,7°C/8°C,2,7,8,7.5,5°C/8°C,2,5,8,6.5,6°C/8°C,2,6,8,3°C/8°C,2,3,8,5.5,6°C/8°C,2,6,8,7.0
35,05/02/2020,6°C/9°C,3,6,9,7.5,5°C/8°C,2,5,8,6.5,5°C/9°C,3,5,9,4°C/9°C,3,4,9,6.5,5°C/9°C,3,5,9,7.0
36,06/02/2020,4°C/10°C,3,4,10,7.0,4°C/9°C,3,4,9,6.5,3°C/9°C,3,3,9,2°C/9°C,3,2,9,5.5,4°C/9°C,3,4,9,6.5
37,07/02/2020,5°C/10°C,3,5,10,7.5,3°C/9°C,3,3,9,6.0,3°C/10°C,3,3,10,2°C/10°C,3,2,10,6.0,4°C/9°C,3,4,9,6.5
38,08/02/2020,8°C/10°C,2,8,10,9.0,7°C/9°C,2,7,9,8.0,7°C/10°C,2,7,10,7°C/10°C,2,7,10,8.5,8°C/9°C,2,8,9,8.5
39,09/02/2020,9°C/12°C,3,9,12,10.5,5°C/11°C,2,5,11,8.0,8°C/12°C,3,8,12,6°C/12°C,3,6,12,9.0,9°C/12°C,2,9,12,10.5
40,10/02/2020,9°C/13°C,2,9,13,11.0,8°C/12°C,2,8,12,10.0,9°C/12°C,2,9,12,8°C/12°C,2,8,12,10.0,8°C/11°C,2,8,11,9.5
41,11/02/2020,7°C/8°C,2,7,8,7.5,4°C/7°C,2,4,7,5.5,6°C/8°C,2,6,8,4°C/8°C,2,4,8,6.0,6°C/8°C,3,6,8,7.0
42,12/02/2020,5°C/9°C,2,5,9,7.0,3°C/8°C,2,3,8,5.5,5°C/8°C,2,5,8,3°C/8°C,2,3,8,5.5,5°C/9°C,2,5,9,7.0
43,13/02/2020,8°C/10°C,1,8,10,9.0,2°C/10°C,1,2,10,6.0,7°C/10°C,1,7,10,5°C/10°C,1,5,10,7.5,8°C/10°C,1,8,10,9.0
44,14/02/2020,8°C/11°C,2,8,11,9.5,6°C/11°C,2,6,11,8.5,7°C/11°C,2,7,11,6°C/11°C,2,6,11,8.5,8°C/11°C,2,8,11,9.5
45,15/02/2020,8°C/13°C,2,8,13,10.5,6°C/12°C,2,6,12,9.0,7°C/13°C,3,7,13,6°C/13°C,3,6,13,9.5,8°C/13°C,3,8,13,10.5
46,16/02/2020,14°C/16°C,2,14,16,15.0,10°C/15°C,2,10,15,12.5,13°C/15°C,3,13,15,11°C/15°C,3,11,15,13.0,13°C/16°C,2,13,16,14.5
47,17/02/2020,9°C/12°C,2,9,12,10.5,6°C/10°C,2,6,10,8.0,9°C/11°C,2,9,11,7°C/11°C,2,7,11,9.0,9°C/11°C,2,9,11,10.0
48,18/02/2020,6°C/11°C,3,6,11,8.5,4°C/10°C,2,4,10,7.0,5°C/10°C,3,5,10,4°C/10°C,3,4,10,7.0,6°C/10°C,3,6,10,8.0
49,19/02/2020,7°C/9°C,3,7,9,8.0,4°C/8°C,3,4,8,6.0,6°C/9°C,3,6,9,5°C/9°C,3,5,9,7.0,6°C/8°C,3,6,8,7.0
50,20/02/2020,9°C/10°C,2,9,10,9.5,6°C/10°C,2,6,10,8.0,7°C/9°C,2,7,9,1°C/9°C,2,1,9,5.0,8°C/10°C,2,8,10,9.0
51,21/02/2020,6°C/9°C,3,6,9,7.5,3°C/8°C,3,3,8,5.5,4°C/9°C,3,4,9,3°C/9°C,3,3,9,6.0,5°C/9°C,3,5,9,7.0
52,22/02/2020,7°C/12°C,3,7,12,9.5,5°C/12°C,3,5,12,8.5,6°C/12°C,3,6,12,4°C/12°C,3,4,12,8.0,7°C/12°C,3,7,12,9.5
53,23/02/2020,12°C/14°C,2,12,14,13.0,10°C/13°C,2,10,13,11.5,12°C/13°C,2,12,13,10°C/13°C,2,10,13,11.5,13°C/14°C,2,13,14,13.5
54,24/02/2020,11°C/12°C,2,11,12,11.5,10°C/12°C,2,10,12,11.0,11°C/12°C,2,11,12,10°C/12°C,2,10,12,11.0,11°C/13°C,2,11,13,12.0
55,25/02/2020,8°C/11°C,2,8,11,9.5,4°C/10°C,2,4,10,7.0,8°C/10°C,2,8,10,6°C/10°C,2,6,10,8.0,8°C/10°C,2,8,10,9.0
56,26/02/2020,2°C/7°C,0,2,7,4.5,1°C/7°C,0,1,7,4.0,1°C/7°C,0,1,7,1°C/7°C,0,1,7,4.0,3°C/7°C,2,3,7,5.0
57,27/02/2020,6°C/10°C,1,6,10,8.0,3°C/10°C,1,3,10,6.5,5°C/10°C,1,5,10,3°C/10°C,1,3,10,6.5,5°C/10°C,1,5,10,7.5
58,28/02/2020,5°C/7°C,2,5,7,6.0,0°C/6°C,2,0,6,3.0,4°C/7°C,2,4,7,0°C/7°C,2,0,7,3.5,4°C/6°C,2,4,6,5.0
59,29/02/2020,8°C/11°C,2,8,11,9.5,5°C/10°C,2,5,10,7.5,8°C/10°C,2,8,10,6°C/10°C,2,6,10,8.0,8°C/11°C,2,8,11,9.5
60,01/03/2020,2°C/9°C,2,2,9,5.5,-2°C/9°C,2,-2,9,3.5,5°C/8°C,2,5,8,5°C/8°C,2,5,8,6.5,-3°C/9°C,2,-3,9,3.0
61,02/03/2020,6°C/8°C,1,6,8,7.0,4°C/8°C,1,4,8,6.0,4°C/8°C,1,4,8,4°C/8°C,1,4,8,6.0,4°C/8°C,1,4,8,6.0
62,03/03/2020,3°C/9°C,2,3,9,6.0,2°C/9°C,2,2,9,5.5,1°C/8°C,3,1,8,1°C/8°C,3,1,8,4.5,2°C/8°C,2,2,8,5.0
63,04/03/2020,4°C/8°C,2,4,8,6.0,3°C/8°C,3,3,8,5.5,3°C/8°C,3,3,8,3°C/8°C,3,3,8,5.5,3°C/7°C,3,3,7,5.0
64,05/03/2020,8°C/11°C,1,8,11,9.5,8°C/11°C,1,8,11,9.5,8°C/10°C,1,8,10,8°C/10°C,1,8,10,9.0,7°C/11°C,1,7,11,9.0
65,06/03/2020,6°C/9°C,2,6,9,7.5,6°C/9°C,2,6,9,7.5,5°C/9°C,2,5,9,5°C/9°C,2,5,9,7.0,5°C/9°C,2,5,9,7.0
66,07/03/2020,4°C/11°C,3,4,11,7.5,3°C/11°C,3,3,11,7.0,3°C/11°C,3,3,11,3°C/11°C,3,3,11,7.0,3°C/10°C,3,3,10,6.5
67,08/03/2020,7°C/10°C,2,7,10,8.5,7°C/11°C,2,7,11,9.0,6°C/9°C,2,6,9,6°C/9°C,2,6,9,7.5,7°C/11°C,2,7,11,9.0
68,09/03/2020,6°C/11°C,2,6,11,8.5,5°C/11°C,2,5,11,8.0,4°C/11°C,2,4,11,4°C/11°C,2,4,11,7.5,5°C/11°C,2,5,11,8.0
69,10/03/2020,8°C/14°C,2,8,14,11.0,8°C/14°C,2,8,14,11.0,7°C/13°C,2,7,13,7°C/13°C,2,7,13,10.0,7°C/14°C,2,7,14,10.5
70,11/03/2020,13°C/16°C,2,13,16,14.5,12°C/16°C,2,12,16,14.0,12°C/16°C,2,12,16,12°C/16°C,2,12,16,14.0,12°C/16°C,2,12,16,14.0
71,12/03/2020,7°C/12°C,2,7,12,9.5,6°C/12°C,2,6,12,9.0,6°C/11°C,2,6,11,6°C/11°C,2,6,11,8.5,6°C/12°C,2,6,12,9.0
72,13/03/2020,6°C/11°C,3,6,11,8.5,4°C/12°C,3,4,12,8.0,4°C/11°C,3,4,11,4°C/11°C,3,4,11,7.5,5°C/11°C,2,5,11,8.0
73,14/03/2020,7°C/11°C,2,7,11,9.0,7°C/11°C,2,7,11,9.0,6°C/10°C,2,6,10,6°C/10°C,2,6,10,8.0,7°C/10°C,2,7,10,8.5
74,15/03/2020,7°C/15°C,2,7,15,11.0,7°C/15°C,2,7,15,11.0,6°C/15°C,3,6,15,6°C/15°C,3,6,15,10.5,7°C/14°C,2,7,14,10.5
75,16/03/2020,9°C/11°C,2,9,11,10.0,6°C/11°C,2,6,11,8.5,9°C/11°C,2,9,11,9°C/11°C,2,9,11,10.0,8°C/10°C,2,8,10,9.0
76,17/03/2020,9°C/15°C,2,9,15,12.0,7°C/15°C,2,7,15,11.0,9°C/13°C,2,9,13,9°C/13°C,2,9,13,11.0,7°C/15°C,3,7,15,11.0
77,18/03/2020,9°C/17°C,3,9,17,13.0,8°C/17°C,3,8,17,12.5,9°C/16°C,2,9,16,9°C/16°C,2,9,16,12.5,9°C/16°C,3,9,16,12.5
78,19/03/2020,12°C/18°C,3,12,18,15.0,11°C/18°C,2,11,18,14.5,11°C/18°C,3,11,18,11°C/18°C,3,11,18,14.5,12°C/18°C,2,12,18,15.0
79,20/03/2020,10°C/17°C,3,10,17,13.5,10°C/17°C,2,10,17,13.5,9°C/18°C,3,9,18,9°C/18°C,3,9,18,13.5,9°C/15°C,3,9,15,12.0
80,21/03/2020,7°C/9°C,2,7,9,8.0,7°C/9°C,2,7,9,8.0,7°C/10°C,2,7,10,7°C/10°C,2,7,10,8.5,6°C/8°C,2,6,8,7.0
81,22/03/2020,6°C/11°C,3,6,11,8.5,6°C/11°C,3,6,11,8.5,5°C/10°C,3,5,10,5°C/10°C,3,5,10,7.5,5°C/11°C,3,5,11,8.0
82,23/03/2020,2°C/11°C,3,2,11,6.5,2°C/12°C,3,2,12,7.0,-0°C/10°C,3,-0,10,-0°C/10°C,3,-0,10,5.0,2°C/11°C,3,2,11,6.5
83,24/03/2020,4°C/13°C,3,4,13,8.5,4°C/13°C,3,4,13,8.5,0°C/10°C,3,0,10,0°C/10°C,3,0,10,5.0,3°C/12°C,3,3,12,7.5
84,25/03/2020,4°C/11°C,3,4,11,7.5,4°C/12°C,3,4,12,8.0,0°C/10°C,3,0,10,0°C/10°C,3,0,10,5.0,2°C/11°C,3,2,11,6.5
85,26/03/2020,4°C/10°C,3,4,10,7.0,3°C/11°C,3,3,11,7.0,0°C/9°C,3,0,9,0°C/9°C,3,0,9,4.5,2°C/10°C,3,2,10,6.0
86,27/03/2020,5°C/13°C,3,5,13,9.0,4°C/13°C,3,4,13,8.5,2°C/12°C,3,2,12,2°C/12°C,3,2,12,7.0,4°C/12°C,3,4,12,8.0
87,28/03/2020,8°C/16°C,3,8,16,12.0,6°C/15°C,3,6,15,10.5,6°C/16°C,3,6,16,6°C/16°C,3,6,16,11.0,6°C/15°C,3,6,15,10.5
88,29/03/2020,4°C/8°C,2,4,8,6.0,4°C/8°C,2,4,8,6.0,3°C/8°C,2,3,8,3°C/8°C,2,3,8,5.5,2°C/8°C,2,2,8,5.0
89,30/03/2020,0°C/8°C,3,0,8,4.0,-0°C/9°C,3,-0,9,4.5,-1°C/8°C,3,-1,8,-1°C/8°C,3,-1,8,3.5,-1°C/8°C,3,-1,8,3.5
90,31/03/2020,2°C/10°C,3,2,10,6.0,2°C/12°C,3,2,12,7.0,1°C/10°C,3,1,10,1°C/10°C,3,1,10,5.5,2°C/11°C,3,2,11,6.5
91,01/04/2020,5°C/15°C,3,5,15,10.0,5°C/13°C,3,5,13,9.0,2°C/12°C,3,2,12,2°C/12°C,3,2,12,7.0,3°C/12°C,3,3,12,7.5
92,02/04/2020,4°C/10°C,3,4,10,7.0,3°C/9°C,3,3,9,6.0,2°C/11°C,3,2,11,2°C/11°C,3,2,11,6.5,2°C/9°C,3,2,9,5.5
93,03/04/2020,7°C/14°C,2,7,14,10.5,5°C/14°C,2,5,14,9.5,5°C/13°C,2,5,13,5°C/13°C,2,5,13,9.0,5°C/14°C,2,5,14,9.5
94,04/04/2020,7°C/16°C,3,7,16,11.5,7°C/15°C,3,7,15,11.0,5°C/15°C,3,5,15,5°C/15°C,3,5,15,10.0,6°C/16°C,3,6,16,11.0
95,05/04/2020,10°C/20°C,3,10,20,15.0,8°C/19°C,3,8,19,13.5,7°C/19°C,3,7,19,7°C/19°C,3,7,19,13.0,9°C/20°C,3,9,20,14.5
96,06/04/2020,8°C/15°C,3,8,15,11.5,9°C/13°C,2,9,13,11.0,3°C/12°C,3,3,12,3°C/12°C,3,3,12,7.5,11°C/14°C,2,11,14,12.5
97,07/04/2020,10°C/21°C,2,10,21,15.5,10°C/19°C,2,10,19,14.5,9°C/20°C,3,9,20,9°C/20°C,3,9,20,14.5,10°C/20°C,3,10,20,15.0
98,08/04/2020,13°C/25°C,3,13,25,19.0,13°C/23°C,3,13,23,18.0,12°C/23°C,3,12,23,12°C/23°C,3,12,23,17.5,13°C/23°C,3,13,23,18.0
99,09/04/2020,16°C/25°C,3,16,25,20.5,14°C/24°C,3,14,24,19.0,14°C/24°C,3,14,24,14°C/24°C,3,14,24,19.0,14°C/24°C,3,14,24,19.0
100,10/04/2020,15°C/24°C,3,15,24,19.5,14°C/23°C,3,14,23,18.5,12°C/23°C,3,12,23,12°C/23°C,3,12,23,17.5,14°C/24°C,3,14,24,19.0
101,11/04/2020,16°C/25°C,3,16,25,20.5,16°C/24°C,3,16,24,20.0,14°C/23°C,3,14,23,14°C/23°C,3,14,23,18.5,15°C/24°C,3,15,24,19.5
102,12/04/2020,16°C/23°C,3,16,23,19.5,15°C/22°C,3,15,22,18.5,14°C/22°C,3,14,22,14°C/22°C,3,14,22,18.0,16°C/23°C,3,16,23,19.5
103,13/04/2020,9°C/16°C,2,9,16,12.5,9°C/16°C,3,9,16,12.5,10°C/17°C,3,10,17,10°C/17°C,3,10,17,13.5,8°C/15°C,3,8,15,11.5
104,14/04/2020,4°C/13°C,3,4,13,8.5,4°C/12°C,3,4,12,8.0,3°C/12°C,3,3,12,3°C/12°C,3,3,12,7.5,4°C/12°C,3,4,12,8.0
105,15/04/2020,7°C/18°C,3,7,18,12.5,7°C/16°C,3,7,16,11.5,4°C/16°C,3,4,16,4°C/16°C,3,4,16,10.0,6°C/17°C,3,6,17,11.5
106,16/04/2020,13°C/23°C,3,13,23,18.0,12°C/21°C,3,12,21,16.5,10°C/22°C,3,10,22,10°C/22°C,3,10,22,16.0,11°C/22°C,3,11,22,16.5
107,17/04/2020,15°C/24°C,0,15,24,19.5,14°C/22°C,2,14,22,18.0,13°C/23°C,0,13,23,13°C/23°C,0,13,23,18.0,14°C/23°C,2,14,23,18.5
108,18/04/2020,15°C/22°C,3,15,22,18.5,13°C/21°C,3,13,21,17.0,13°C/21°C,2,13,21,13°C/21°C,2,13,21,17.0,14°C/21°C,3,14,21,17.5
109,19/04/2020,11°C/20°C,3,11,20,15.5,11°C/20°C,3,11,20,15.5,11°C/19°C,3,11,19,11°C/19°C,3,11,19,15.0,10°C/19°C,3,10,19,14.5
110,20/04/2020,12°C/19°C,3,12,19,15.5,11°C/19°C,3,11,19,15.0,11°C/18°C,3,11,18,11°C/18°C,3,11,18,14.5,11°C/19°C,3,11,19,15.0
111,21/04/2020,12°C/19°C,3,12,19,15.5,12°C/19°C,3,12,19,15.5,10°C/18°C,3,10,18,10°C/18°C,3,10,18,14.0,11°C/19°C,3,11,19,15.0
112,22/04/2020,13°C/21°C,3,13,21,17.0,13°C/20°C,3,13,20,16.5,10°C/19°C,3,10,19,10°C/19°C,3,10,19,14.5,12°C/20°C,3,12,20,16.0
113,23/04/2020,16°C/26°C,3,16,26,21.0,16°C/26°C,3,16,26,21.0,13°C/25°C,3,13,25,13°C/25°C,3,13,25,19.0,14°C/25°C,3,14,25,19.5
114,24/04/2020,16°C/24°C,3,16,24,20.0,15°C/22°C,3,15,22,18.5,13°C/23°C,3,13,23,13°C/23°C,3,13,23,18.0,14°C/22°C,3,14,22,18.0
115,25/04/2020,12°C/21°C,3,12,21,16.5,12°C/20°C,3,12,20,16.0,10°C/19°C,3,10,19,10°C/19°C,3,10,19,14.5,10°C/19°C,3,10,19,14.5
116,26/04/2020,12°C/24°C,3,12,24,18.0,12°C/21°C,3,12,21,16.5,9°C/21°C,3,9,21,9°C/21°C,3,9,21,15.0,9°C/20°C,3,9,20,14.5
117,27/04/2020,14°C/23°C,3,14,23,18.5,12°C/21°C,3,12,21,16.5,10°C/21°C,3,10,21,10°C/21°C,3,10,21,15.5,13°C/22°C,3,13,22,17.5
118,28/04/2020,13°C/18°C,2,13,18,15.5,12°C/17°C,2,12,17,14.5,12°C/17°C,2,12,17,12°C/17°C,2,12,17,14.5,13°C/18°C,2,13,18,15.5
119,29/04/2020,11°C/15°C,2,11,15,13.0,9°C/14°C,2,9,14,11.5,8°C/15°C,2,8,15,8°C/15°C,2,8,15,11.5,10°C/15°C,2,10,15,12.5
120,30/04/2020,10°C/14°C,2,10,14,12.0,8°C/13°C,2,8,13,10.5,8°C/13°C,2,8,13,8°C/13°C,2,8,13,10.5,8°C/14°C,3,8,14,11.0
121,01/05/2020,10°C/15°C,2,10,15,12.5,8°C/14°C,2,8,14,11.0,9°C/14°C,2,9,14,9°C/14°C,2,9,14,11.5,8°C/16°C,2,8,16,12.0
122,02/05/2020,9°C/17°C,2,9,17,13.0,6°C/15°C,2,6,15,10.5,6°C/16°C,2,6,16,6°C/16°C,2,6,16,11.0,6°C/16°C,2,6,16,11.0
123,03/05/2020,11°C/18°C,2,11,18,14.5,11°C/17°C,1,11,17,14.0,9°C/18°C,2,9,18,9°C/18°C,2,9,18,13.5,10°C/17°C,1,10,17,13.5
124,04/05/2020,13°C/20°C,3,13,20,16.5,12°C/21°C,2,12,21,16.5,12°C/19°C,3,12,19,12°C/19°C,3,12,19,15.5,10°C/19°C,2,10,19,14.5
125,05/05/2020,10°C/15°C,2,10,15,12.5,8°C/14°C,2,8,14,11.0,10°C/13°C,2,10,13,10°C/13°C,2,10,13,11.5,10°C/14°C,1,10,14,12.0
126,06/05/2020,11°C/19°C,3,11,19,15.0,10°C/19°C,3,10,19,14.5,9°C/18°C,3,9,18,9°C/18°C,3,9,18,13.5,10°C/19°C,3,10,19,14.5
127,07/05/2020,13°C/21°C,3,13,21,17.0,13°C/21°C,2,13,21,17.0,10°C/19°C,3,10,19,10°C/19°C,3,10,19,14.5,12°C/21°C,2,12,21,16.5
128,08/05/2020,13°C/23°C,3,13,23,18.0,13°C/23°C,2,13,23,18.0,11°C/22°C,3,11,22,11°C/22°C,3,11,22,16.5,12°C/23°C,3,12,23,17.5
129,09/05/2020,17°C/23°C,1,17,23,20.0,16°C/22°C,2,16,22,19.0,15°C/21°C,2,15,21,15°C/21°C,2,15,21,18.0,16°C/23°C,2,16,23,19.5
130,10/05/2020,16°C/22°C,3,16,22,19.0,15°C/20°C,3,15,20,17.5,14°C/21°C,2,14,21,14°C/21°C,2,14,21,17.5,15°C/22°C,3,15,22,18.5
131,11/05/2020,8°C/15°C,3,8,15,11.5,7°C/14°C,3,7,14,10.5,6°C/14°C,2,6,14,6°C/14°C,2,6,14,10.0,7°C/13°C,3,7,13,10.0
132,12/05/2020,6°C/14°C,2,6,14,10.0,6°C/14°C,2,6,14,10.0,4°C/13°C,2,4,13,4°C/13°C,2,4,13,8.5,5°C/13°C,2,5,13,9.0
133,13/05/2020,7°C/15°C,3,7,15,11.0,7°C/14°C,3,7,14,10.5,5°C/14°C,3,5,14,5°C/14°C,3,5,14,9.5,5°C/14°C,3,5,14,9.5
134,14/05/2020,6°C/15°C,3,6,15,10.5,6°C/14°C,3,6,14,10.0,6°C/14°C,3,6,14,6°C/14°C,3,6,14,10.0,5°C/14°C,3,5,14,9.5
135,15/05/2020,7°C/16°C,3,7,16,11.5,6°C/15°C,3,6,15,10.5,5°C/14°C,3,5,14,5°C/14°C,3,5,14,9.5,5°C/15°C,3,5,15,10.0
136,16/05/2020,9°C/19°C,3,9,19,14.0,7°C/18°C,3,7,18,12.5,6°C/17°C,3,6,17,6°C/17°C,3,6,17,11.5,6°C/17°C,3,6,17,11.5
137,17/05/2020,10°C/22°C,3,10,22,16.0,10°C/22°C,3,10,22,16.0,7°C/20°C,3,7,20,7°C/20°C,3,7,20,13.5,8°C/21°C,3,8,21,14.5
138,18/05/2020,13°C/23°C,3,13,23,18.0,11°C/21°C,3,11,21,16.0,10°C/22°C,3,10,22,10°C/22°C,3,10,22,16.0,9°C/22°C,3,9,22,15.5
139,19/05/2020,13°C/24°C,3,13,24,18.5,11°C/23°C,3,11,23,17.0,10°C/22°C,3,10,22,10°C/22°C,3,10,22,16.0,9°C/22°C,3,9,22,15.5
140,20/05/2020,15°C/26°C,3,15,26,20.5,15°C/26°C,3,15,26,20.5,13°C/24°C,3,13,24,13°C/24°C,3,13,24,18.5,13°C/25°C,3,13,25,19.0
141,21/05/2020,19°C/29°C,3,19,29,24.0,19°C/27°C,3,19,27,23.0,16°C/28°C,3,16,28,16°C/28°C,3,16,28,22.0,18°C/26°C,3,18,26,22.0
142,22/05/2020,18°C/25°C,3,18,25,21.5,17°C/22°C,3,17,22,19.5,16°C/23°C,3,16,23,16°C/23°C,3,16,23,19.5,16°C/22°C,3,16,22,19.0
