,Date,Paris,Paris_weather,Paris_min,Paris_max,Paris_avg,Versailles,Versailles_weather,Versailles_min,Versailles_max,Versailles_avg,Melun,Melun_weather,Melun_min,Melun_max,Fontainebleau,Fontainebleau_weather,Fontainebleau_min,Fontainebleau_max,Fontainebleau_avg,Cergy,Cergy_weather,Cergy_min,Cergy_max,Cergy_avg
143,23/05/2020,15°C/19°C,2,15,19,17.0,12°C/17°C,2,12,17,14.5,12°C/18°C,2,12,18,12°C/18°C,2,12,18,15.0,12°C/18°C,3,12,18,15.0
144,24/05/2020,12°C/19°C,3,12,19,15.5,9°C/18°C,3,9,18,13.5,10°C/19°C,3,10,19,10°C/19°C,3,10,19,14.5,9°C/18°C,2,9,18,13.5
145,25/05/2020,13°C/23°C,3,13,23,18.0,13°C/23°C,3,13,23,18.0,10°C/21°C,3,10,21,10°C/21°C,3,10,21,15.5,11°C/22°C,3,11,22,16.5
146,26/05/2020,15°C/24°C,3,15,24,19.5,15°C/23°C,3,15,23,19.0,12°C/21°C,3,12,21,12°C/21°C,3,12,21,16.5,14°C/23°C,3,14,23,18.5
147,27/05/2020,16°C/25°C,3,16,25,20.5,16°C/24°C,3,16,24,20.0,12°C/22°C,3,12,22,12°C/22°C,3,12,22,17.0,14°C/24°C,3,14,24,19.0
148,28/05/2020,14°C/23°C,3,14,23,18.5,14°C/22°C,3,14,22,18.0,11°C/22°C,3,11,22,11°C/22°C,3,11,22,16.5,11°C/22°C,3,11,22,16.5
149,29/05/2020,15°C/22°C,3,15,22,18.5,15°C/22°C,3,15,22,18.5,12°C/20°C,3,12,20,12°C/20°C,3,12,20,16.0,12°C/22°C,3,12,22,17.0
150,30/05/2020,16°C/24°C,3,16,24,20.0,17°C/23°C,3,17,23,20.0,12°C/21°C,3,12,21,12°C/21°C,3,12,21,16.5,14°C/23°C,3,14,23,18.5
151,31/05/2020,15°C/22°C,3,15,22,18.5,15°C/22°C,3,15,22,18.5,11°C/20°C,3,11,20,10°C/20°C,3,10,20,15.0,13°C/22°C,3,13,22,17.5
152,01/06/2020,14°C/26°C,3,14,26,20.0,15°C/24°C,3,15,24,19.5,11°C/23°C,3,11,23,11°C/23°C,3,11,23,17.0,13°C/24°C,3,13,24,18.5
153,02/06/2020,18°C/27°C,3,18,27,22.5,18°C/27°C,3,18,27,22.5,15°C/26°C,3,15,26,15°C/26°C,3,15,26,20.5,17°C/27°C,3,17,27,22.0
154,03/06/2020,18°C/24°C,2,18,24,21.0,17°C/23°C,2,17,23,20.0,15°C/23°C,2,15,23,15°C/23°C,2,15,23,19.0,16°C/23°C,2,16,23,19.5
155,04/06/2020,13°C/16°C,1,13,16,14.5,12°C/16°C,1,12,16,14.0,11°C/14°C,1,11,14,11°C/14°C,1,11,14,12.5,12°C/16°C,2,12,16,14.0
156,05/06/2020,11°C/16°C,2,11,16,13.5,9°C/15°C,2,9,15,12.0,9°C/15°C,1,9,15,9°C/15°C,1,9,15,12.0,10°C/15°C,2,10,15,12.5
157,06/06/2020,13°C/17°C,3,13,17,15.0,10°C/16°C,3,10,16,13.0,10°C/17°C,3,10,17,10°C/17°C,3,10,17,13.5,10°C/16°C,3,10,16,13.0
158,07/06/2020,11°C/20°C,2,11,20,15.5,9°C/18°C,2,9,18,13.5,7°C/18°C,2,7,18,7°C/18°C,2,7,18,12.5,8°C/19°C,2,8,19,13.5
159,08/06/2020,12°C/20°C,2,12,20,16.0,12°C/19°C,2,12,19,15.5,9°C/18°C,2,9,18,9°C/18°C,2,9,18,13.5,11°C/18°C,3,11,18,14.5
160,09/06/2020,10°C/18°C,2,10,18,14.0,9°C/17°C,2,9,17,13.0,8°C/17°C,2,8,17,8°C/17°C,2,8,17,12.5,7°C/18°C,2,7,18,12.5
161,10/06/2020,12°C/22°C,3,12,22,17.0,11°C/19°C,3,11,19,15.0,9°C/20°C,3,9,20,9°C/20°C,3,9,20,14.5,9°C/20°C,3,9,20,14.5
162,11/06/2020,14°C/22°C,3,14,22,18.0,12°C/21°C,3,12,21,16.5,12°C/20°C,2,12,20,12°C/20°C,2,12,20,16.0,13°C/22°C,2,13,22,17.5
163,12/06/2020,15°C/20°C,1,15,20,17.5,14°C/18°C,1,14,18,16.0,13°C/18°C,1,13,18,13°C/18°C,1,13,18,15.5,14°C/20°C,1,14,20,17.0
164,13/06/2020,14°C/23°C,3,14,23,18.5,13°C/21°C,3,13,21,17.0,11°C/21°C,3,11,21,11°C/21°C,3,11,21,16.0,13°C/23°C,3,13,23,18.0
165,14/06/2020,15°C/23°C,3,15,23,19.0,12°C/21°C,3,12,21,16.5,11°C/21°C,3,11,21,11°C/21°C,3,11,21,16.0,14°C/22°C,3,14,22,18.0
166,15/06/2020,15°C/22°C,2,15,22,18.5,13°C/20°C,2,13,20,16.5,12°C/20°C,2,12,20,12°C/20°C,2,12,20,16.0,14°C/22°C,3,14,22,18.0
167,16/06/2020,15°C/23°C,3,15,23,19.0,13°C/21°C,2,13,21,17.0,12°C/20°C,2,12,20,12°C/20°C,2,12,20,16.0,13°C/22°C,2,13,22,17.5
168,17/06/2020,16°C/22°C,2,16,22,19.0,13°C/20°C,2,13,20,16.5,12°C/20°C,2,12,20,12°C/20°C,2,12,20,16.0,14°C/22°C,3,14,22,18.0
169,18/06/2020,15°C/21°C,3,15,21,18.0,12°C/19°C,2,12,19,15.5,11°C/19°C,2,11,19,11°C/19°C,2,11,19,15.0,14°C/21°C,3,14,21,17.5
170,19/06/2020,14°C/21°C,3,14,21,17.5,12°C/20°C,2,12,20,16.0,11°C/20°C,3,11,20,11°C/20°C,3,11,20,15.5,13°C/21°C,3,13,21,17.0
171,20/06/2020,16°C/24°C,2,16,24,20.0,15°C/22°C,3,15,22,18.5,13°C/22°C,2,13,22,13°C/22°C,2,13,22,17.5,14°C/23°C,2,14,23,18.5
172,21/06/2020,17°C/20°C,3,17,20,18.5,10°C/18°C,3,10,18,14.0,13°C/20°C,3,13,20,13°C/20°C,3,13,20,16.5,15°C/20°C,3,15,20,17.5
173,22/06/2020,17°C/27°C,3,17,27,22.0,13°C/24°C,3,13,24,18.5,14°C/24°C,3,14,24,14°C/24°C,3,14,24,19.0,12°C/24°C,3,12,24,18.0
174,23/06/2020,18°C/28°C,3,18,28,23.0,18°C/27°C,3,18,27,22.5,16°C/25°C,3,16,25,16°C/25°C,3,16,25,20.5,16°C/27°C,3,16,27,21.5
175,24/06/2020,21°C/30°C,3,21,30,25.5,21°C/29°C,3,21,29,25.0,17°C/27°C,3,17,27,17°C/27°C,3,17,27,22.0,19°C/30°C,3,19,30,24.5
176,25/06/2020,22°C/31°C,3,22,31,26.5,22°C/31°C,3,22,31,26.5,18°C/29°C,3,18,29,18°C/29°C,3,18,29,23.5,21°C/32°C,3,21,32,26.5
177,26/06/2020,23°C/28°C,3,23,28,25.5,20°C/27°C,2,20,27,23.5,20°C/27°C,2,20,27,20°C/27°C,2,20,27,23.5,21°C/28°C,3,21,28,24.5
178,27/06/2020,18°C/23°C,2,18,23,20.5,16°C/21°C,2,16,21,18.5,17°C/22°C,2,17,22,17°C/22°C,2,17,22,19.5,17°C/22°C,2,17,22,19.5
179,28/06/2020,16°C/22°C,2,16,22,19.0,14°C/20°C,2,14,20,17.0,15°C/19°C,2,15,19,15°C/19°C,2,15,19,17.0,15°C/21°C,2,15,21,18.0
180,29/06/2020,16°C/20°C,3,16,20,18.0,13°C/18°C,3,13,18,15.5,13°C/19°C,3,13,19,13°C/19°C,3,13,19,16.0,14°C/18°C,3,14,18,16.0
181,30/06/2020,15°C/21°C,2,15,21,18.0,13°C/21°C,2,13,21,17.0,12°C/21°C,2,12,21,12°C/21°C,2,12,21,16.5,13°C/21°C,2,13,21,17.0
182,01/07/2020,14°C/22°C,2,14,22,18.0,12°C/22°C,2,12,22,17.0,18°C/22°C,2,18,22,17°C/22°C,2,17,22,19.5,12°C/22°C,2,12,22,17.0
183,02/07/2020,16°C/21°C,2,16,21,18.5,14°C/20°C,3,14,20,17.0,15°C/21°C,2,15,21,14°C/20°C,2,14,20,17.0,15°C/20°C,3,15,20,17.5
184,03/07/2020,15°C/22°C,3,15,22,18.5,12°C/20°C,3,12,20,16.0,14°C/22°C,3,14,22,12°C/21°C,3,12,21,16.5,12°C/21°C,3,12,21,16.5
185,04/07/2020,15°C/21°C,2,15,21,18.0,13°C/20°C,2,13,20,16.5,14°C/21°C,3,14,21,13°C/20°C,3,13,20,16.5,14°C/21°C,2,14,21,17.5
186,05/07/2020,18°C/22°C,2,18,22,20.0,16°C/21°C,2,16,21,18.5,18°C/22°C,2,18,22,17°C/21°C,2,17,21,19.0,15°C/21°C,2,15,21,18.0
187,06/07/2020,13°C/20°C,2,13,20,16.5,11°C/19°C,2,11,19,15.0,12°C/20°C,3,12,20,11°C/19°C,3,11,19,15.0,10°C/19°C,3,10,19,14.5
188,07/07/2020,16°C/25°C,3,16,25,20.5,14°C/23°C,3,14,23,18.5,15°C/26°C,3,15,26,13°C/24°C,3,13,24,18.5,12°C/22°C,3,12,22,17.0
189,08/07/2020,17°C/25°C,3,17,25,21.0,14°C/24°C,3,14,24,19.0,17°C/26°C,3,17,26,14°C/25°C,3,14,25,19.5,13°C/23°C,3,13,23,18.0
190,09/07/2020,19°C/29°C,3,19,29,24.0,17°C/27°C,3,17,27,22.0,19°C/29°C,3,19,29,17°C/27°C,3,17,27,22.0,17°C/27°C,3,17,27,22.0
191,10/07/2020,18°C/22°C,2,18,22,20.0,16°C/20°C,2,16,20,18.0,16°C/21°C,2,16,21,18°C/21°C,2,18,21,19.5,15°C/21°C,2,15,21,18.0
192,11/07/2020,17°C/23°C,3,17,23,20.0,14°C/22°C,3,14,22,18.0,16°C/23°C,3,16,23,13°C/22°C,3,13,22,17.5,13°C/22°C,3,13,22,17.5
193,12/07/2020,16°C/25°C,3,16,25,20.5,15°C/24°C,3,15,24,19.5,14°C/24°C,3,14,24,11°C/23°C,3,11,23,17.0,11°C/23°C,3,11,23,17.0
194,13/07/2020,17°C/26°C,3,17,26,21.5,15°C/25°C,3,15,25,20.0,15°C/26°C,3,15,26,13°C/25°C,3,13,25,19.0,13°C/25°C,3,13,25,19.0
195,14/07/2020,18°C/23°C,2,18,23,20.5,16°C/21°C,2,16,21,18.5,16°C/23°C,3,16,23,14°C/23°C,2,14,23,18.5,15°C/22°C,1,15,22,18.5
196,15/07/2020,17°C/22°C,2,17,22,19.5,15°C/20°C,2,15,20,17.5,16°C/20°C,2,16,20,15°C/19°C,2,15,19,17.0,14°C/20°C,2,14,20,17.0
197,16/07/2020,17°C/21°C,2,17,21,19.0,14°C/20°C,2,14,20,17.0,16°C/20°C,2,16,20,14°C/20°C,2,14,20,17.0,15°C/21°C,2,15,21,18.0
198,17/07/2020,17°C/25°C,3,17,25,21.0,15°C/24°C,3,15,24,19.5,15°C/25°C,3,15,25,14°C/24°C,3,14,24,19.0,14°C/25°C,3,14,25,19.5
199,18/07/2020,19°C/29°C,3,19,29,24.0,17°C/27°C,3,17,27,22.0,18°C/29°C,3,18,29,17°C/28°C,3,17,28,22.5,15°C/27°C,3,15,27,21.0
200,19/07/2020,19°C/30°C,2,19,30,24.5,18°C/28°C,2,18,28,23.0,17°C/31°C,3,17,31,15°C/29°C,3,15,29,22.0,16°C/28°C,3,16,28,22.0
201,20/07/2020,17°C/25°C,3,17,25,21.0,16°C/24°C,3,16,24,20.0,17°C/26°C,3,17,26,16°C/24°C,3,16,24,20.0,15°C/24°C,2,15,24,19.5
202,21/07/2020,16°C/26°C,3,16,26,21.0,15°C/24°C,3,15,24,19.5,15°C/26°C,3,15,26,12°C/24°C,3,12,24,18.0,12°C/24°C,3,12,24,18.0
203,22/07/2020,16°C/26°C,2,16,26,21.0,15°C/25°C,3,15,25,20.0,15°C/26°C,2,15,26,12°C/24°C,2,12,24,18.0,12°C/23°C,3,12,23,17.5
204,23/07/2020,18°C/28°C,3,18,28,23.0,17°C/26°C,3,17,26,21.5,16°C/27°C,3,16,27,14°C/26°C,3,14,26,20.0,15°C/26°C,3,15,26,20.5
205,24/07/2020,18°C/25°C,2,18,25,21.5,16°C/24°C,2,16,24,20.0,18°C/25°C,2,18,25,16°C/24°C,3,16,24,20.0,15°C/24°C,2,15,24,19.5
206,25/07/2020,19°C/25°C,3,19,25,22.0,17°C/24°C,3,17,24,20.5,18°C/26°C,3,18,26,16°C/26°C,2,16,26,21.0,17°C/24°C,3,17,24,20.5
207,26/07/2020,18°C/25°C,3,18,25,21.5,16°C/24°C,2,16,24,20.0,18°C/26°C,2,18,26,17°C/25°C,2,17,25,21.0,17°C/24°C,3,17,24,20.5
208,27/07/2020,19°C/29°C,3,19,29,24.0,17°C/28°C,3,17,28,22.5,17°C/29°C,3,17,29,15°C/29°C,3,15,29,22.0,17°C/28°C,3,17,28,22.5
209,28/07/2020,18°C/24°C,3,18,24,21.0,16°C/23°C,3,16,23,19.5,18°C/25°C,3,18,25,18°C/24°C,3,18,24,21.0,16°C/22°C,3,16,22,19.0
210,29/07/2020,18°C/28°C,3,18,28,23.0,15°C/27°C,3,15,27,21.0,16°C/29°C,3,16,29,14°C/27°C,3,14,27,20.5,15°C/26°C,3,15,26,20.5
211,30/07/2020,19°C/33°C,3,19,33,26.0,18°C/32°C,3,18,32,25.0,19°C/33°C,3,19,33,16°C/31°C,3,16,31,23.5,16°C/30°C,3,16,30,23.0
212,31/07/2020,25°C/37°C,3,25,37,31.0,23°C/36°C,3,23,36,29.5,22°C/37°C,3,22,37,21°C/38°C,3,21,38,29.5,21°C/35°C,3,21,35,28.0
213,01/08/2020,21°C/28°C,2,21,28,24.5,19°C/26°C,2,19,26,22.5,23°C/29°C,2,23,29,21°C/29°C,3,21,29,25.0,20°C/26°C,2,20,26,23.0
214,02/08/2020,17°C/25°C,3,17,25,21.0,15°C/24°C,3,15,24,19.5,18°C/25°C,3,18,25,17°C/25°C,3,17,25,21.0,15°C/23°C,3,15,23,19.0
215,03/08/2020,18°C/23°C,2,18,23,20.5,15°C/21°C,2,15,21,18.0,16°C/23°C,2,16,23,14°C/22°C,2,14,22,18.0,15°C/21°C,2,15,21,18.0
216,04/08/2020,17°C/27°C,3,17,27,22.0,14°C/25°C,3,14,25,19.5,16°C/27°C,3,16,27,13°C/25°C,3,13,25,19.0,13°C/25°C,3,13,25,19.0
217,05/08/2020,19°C/31°C,3,19,31,25.0,17°C/30°C,3,17,30,23.5,17°C/32°C,3,17,32,14°C/30°C,3,14,30,22.0,17°C/29°C,3,17,29,23.0
218,06/08/2020,23°C/34°C,3,23,34,28.5,22°C/33°C,3,22,33,27.5,21°C/34°C,3,21,34,19°C/33°C,3,19,33,26.0,21°C/33°C,3,21,33,27.0
219,07/08/2020,27°C/37°C,3,27,37,32.0,25°C/35°C,3,25,35,30.0,25°C/37°C,3,25,37,22°C/35°C,3,22,35,28.5,25°C/35°C,3,25,35,30.0
220,08/08/2020,27°C/38°C,3,27,38,32.5,25°C/37°C,3,25,37,31.0,25°C/39°C,3,25,39,24°C/38°C,3,24,38,31.0,27°C/37°C,3,27,37,32.0
221,09/08/2020,27°C/37°C,0,27,37,32.0,26°C/36°C,0,26,36,31.0,25°C/38°C,0,25,38,24°C/37°C,0,24,37,30.5,25°C/36°C,0,25,36,30.5
222,10/08/2020,25°C/36°C,3,25,36,30.5,24°C/35°C,3,24,35,29.5,24°C/36°C,3,24,36,22°C/34°C,3,22,34,28.0,25°C/35°C,3,25,35,30.0
223,11/08/2020,27°C/38°C,3,27,38,32.5,26°C/36°C,3,26,36,31.0,25°C/38°C,3,25,38,23°C/37°C,3,23,37,30.0,25°C/37°C,3,25,37,31.0
224,12/08/2020,27°C/35°C,3,27,35,31.0,24°C/34°C,3,24,34,29.0,24°C/35°C,2,24,35,23°C/34°C,2,23,34,28.5,25°C/35°C,3,25,35,30.0
225,13/08/2020,23°C/28°C,2,23,28,25.5,20°C/27°C,2,20,27,23.5,22°C/29°C,3,22,29,20°C/28°C,3,20,28,24.0,22°C/27°C,2,22,27,24.5
226,14/08/2020,20°C/26°C,3,20,26,23.0,19°C/25°C,2,19,25,22.0,19°C/26°C,2,19,26,18°C/24°C,2,18,24,21.0,19°C/25°C,2,19,25,22.0
227,15/08/2020,21°C/30°C,3,21,30,25.5,19°C/27°C,2,19,27,23.0,20°C/30°C,3,20,30,18°C/29°C,3,18,29,23.5,19°C/27°C,2,19,27,23.0
228,16/08/2020,21°C/28°C,2,21,28,24.5,20°C/27°C,2,20,27,23.5,20°C/28°C,2,20,28,19°C/27°C,2,19,27,23.0,19°C/27°C,2,19,27,23.0
229,17/08/2020,18°C/24°C,2,18,24,21.0,17°C/23°C,2,17,23,20.0,18°C/24°C,2,18,24,16°C/23°C,2,16,23,19.5,18°C/24°C,2,18,24,21.0
230,18/08/2020,19°C/26°C,3,19,26,22.5,17°C/25°C,3,17,25,21.0,18°C/27°C,3,18,27,16°C/26°C,2,16,26,21.0,18°C/26°C,3,18,26,22.0
231,19/08/2020,16°C/23°C,3,16,23,19.5,14°C/21°C,2,14,21,17.5,18°C/23°C,3,18,23,16°C/22°C,3,16,22,19.0,15°C/22°C,3,15,22,18.5
232,20/08/2020,22°C/32°C,3,22,32,27.0,21°C/30°C,3,21,30,25.5,20°C/33°C,3,20,33,19°C/32°C,3,19,32,25.5,21°C/30°C,3,21,30,25.5
233,21/08/2020,22°C/27°C,3,22,27,24.5,20°C/26°C,3,20,26,23.0,22°C/27°C,3,22,27,21°C/27°C,3,21,27,24.0,21°C/27°C,3,21,27,24.0
234,22/08/2020,18°C/24°C,3,18,24,21.0,16°C/24°C,3,16,24,20.0,18°C/25°C,3,18,25,16°C/24°C,2,16,24,20.0,17°C/25°C,3,17,25,21.0
235,23/08/2020,16°C/22°C,3,16,22,19.0,14°C/20°C,3,14,20,17.0,16°C/23°C,3,16,23,15°C/22°C,3,15,22,18.5,15°C/21°C,3,15,21,18.0
236,24/08/2020,16°C/23°C,2,16,23,19.5,14°C/22°C,2,14,22,18.0,15°C/24°C,3,15,24,14°C/23°C,3,14,23,18.5,13°C/22°C,2,13,22,17.5
237,25/08/2020,18°C/25°C,3,18,25,21.5,17°C/25°C,3,17,25,21.0,17°C/26°C,3,17,26,15°C/26°C,3,15,26,20.5,17°C/25°C,2,17,25,21.0
238,26/08/2020,17°C/23°C,3,17,23,20.0,16°C/22°C,3,16,22,19.0,17°C/23°C,2,17,23,16°C/23°C,2,16,23,19.5,16°C/21°C,2,16,21,18.5
239,27/08/2020,17°C/25°C,3,17,25,21.0,16°C/24°C,3,16,24,20.0,16°C/26°C,3,16,26,14°C/25°C,3,14,25,19.5,14°C/25°C,3,14,25,19.5
240,28/08/2020,15°C/23°C,2,15,23,19.0,14°C/22°C,2,14,22,18.0,15°C/23°C,2,15,23,13°C/23°C,3,13,23,18.0,14°C/22°C,2,14,22,18.0
241,29/08/2020,13°C/18°C,3,13,18,15.5,12°C/17°C,2,12,17,14.5,13°C/19°C,2,13,19,12°C/19°C,2,12,19,15.5,12°C/17°C,2,12,17,14.5
242,30/08/2020,14°C/21°C,2,14,21,17.5,12°C/19°C,2,12,19,15.5,13°C/22°C,2,13,22,12°C/21°C,2,12,21,16.5,12°C/19°C,2,12,19,15.5
243,31/08/2020,14°C/20°C,3,14,20,17.0,12°C/19°C,3,12,19,15.5,13°C/20°C,3,13,20,12°C/20°C,3,12,20,16.0,11°C/18°C,3,11,18,14.5
244,01/09/2020,14°C/21°C,3,14,21,17.5,13°C/19°C,3,13,19,16.0,11°C/21°C,3,11,21,11°C/21°C,3,11,21,16.0,12°C/20°C,3,12,20,16.0
245,02/09/2020,15°C/25°C,3,15,25,20.0,15°C/22°C,3,15,22,18.5,12°C/23°C,3,12,23,12°C/23°C,3,12,23,17.5,13°C/22°C,3,13,22,17.5
246,03/09/2020,17°C/26°C,3,17,26,21.5,16°C/25°C,3,16,25,20.5,14°C/26°C,3,14,26,14°C/26°C,3,14,26,20.0,17°C/25°C,3,17,25,21.0
247,04/09/2020,19°C/29°C,3,19,29,24.0,18°C/28°C,3,18,28,23.0,17°C/29°C,3,17,29,17°C/29°C,3,17,29,23.0,18°C/26°C,2,18,26,22.0
248,05/09/2020,16°C/21°C,2,16,21,18.5,15°C/20°C,2,15,20,17.5,15°C/19°C,2,15,19,15°C/19°C,2,15,19,17.0,14°C/20°C,2,14,20,17.0
249,06/09/2020,14°C/20°C,3,14,20,17.0,12°C/19°C,2,12,19,15.5,12°C/20°C,3,12,20,12°C/20°C,3,12,20,16.0,13°C/20°C,2,13,20,16.5
250,07/09/2020,15°C/25°C,3,15,25,20.0,13°C/23°C,3,13,23,18.0,12°C/23°C,3,12,23,12°C/23°C,3,12,23,17.5,13°C/24°C,3,13,24,18.5
251,08/09/2020,17°C/23°C,2,17,23,20.0,16°C/22°C,2,16,22,19.0,14°C/23°C,2,14,23,14°C/23°C,2,14,23,18.5,17°C/23°C,2,17,23,20.0
252,09/09/2020,18°C/27°C,3,18,27,22.5,17°C/26°C,3,17,26,21.5,16°C/27°C,3,16,27,16°C/27°C,3,16,27,21.5,17°C/26°C,3,17,26,21.5
253,10/09/2020,18°C/27°C,2,18,27,22.5,17°C/26°C,2,17,26,21.5,16°C/26°C,2,16,26,16°C/26°C,2,16,26,21.0,17°C/26°C,2,17,26,21.5
254,11/09/2020,19°C/27°C,3,19,27,23.0,18°C/27°C,3,18,27,22.5,18°C/27°C,3,18,27,18°C/27°C,3,18,27,22.5,16°C/26°C,3,16,26,21.0
255,12/09/2020,15°C/28°C,3,15,28,21.5,14°C/26°C,3,14,26,20.0,14°C/27°C,3,14,27,14°C/27°C,3,14,27,20.5,13°C/25°C,3,13,25,19.0
256,13/09/2020,19°C/32°C,3,19,32,25.5,18°C/29°C,3,18,29,23.5,16°C/30°C,3,16,30,16°C/30°C,3,16,30,23.0,16°C/29°C,3,16,29,22.5
257,14/09/2020,21°C/36°C,3,21,36,28.5,20°C/34°C,3,20,34,27.0,18°C/35°C,3,18,35,18°C/35°C,3,18,35,26.5,20°C/33°C,3,20,33,26.5
258,15/09/2020,22°C/34°C,3,22,34,28.0,22°C/33°C,3,22,33,27.5,19°C/34°C,3,19,34,19°C/34°C,3,19,34,26.5,22°C/33°C,3,22,33,27.5
259,16/09/2020,22°C/32°C,3,22,32,27.0,20°C/30°C,3,20,30,25.0,19°C/32°C,3,19,32,19°C/32°C,3,19,32,25.5,19°C/30°C,3,19,30,24.5
260,17/09/2020,17°C/27°C,3,17,27,22.0,18°C/25°C,3,18,25,21.5,16°C/27°C,3,16,27,16°C/27°C,3,16,27,21.5,16°C/25°C,3,16,25,20.5
261,18/09/2020,16°C/28°C,3,16,28,22.0,16°C/26°C,3,16,26,21.0,14°C/28°C,3,14,28,14°C/28°C,3,14,28,21.0,14°C/26°C,3,14,26,20.0
262,19/09/2020,21°C/28°C,3,21,28,24.5,19°C/27°C,3,19,27,23.0,19°C/28°C,3,19,28,19°C/28°C,3,19,28,23.5,20°C/28°C,3,20,28,24.0
263,20/09/2020,19°C/28°C,3,19,28,23.5,18°C/27°C,3,18,27,22.5,17°C/28°C,3,17,28,17°C/28°C,3,17,28,22.5,19°C/28°C,3,19,28,23.5
264,21/09/2020,17°C/29°C,3,17,29,23.0,17°C/27°C,3,17,27,22.0,15°C/28°C,3,15,28,15°C/28°C,3,15,28,21.5,16°C/26°C,3,16,26,21.0
265,22/09/2020,17°C/26°C,3,17,26,21.5,16°C/25°C,3,16,25,20.5,13°C/25°C,3,13,25,13°C/25°C,3,13,25,19.0,15°C/26°C,3,15,26,20.5
266,23/09/2020,17°C/23°C,2,17,23,20.0,15°C/22°C,2,15,22,18.5,14°C/23°C,2,14,23,14°C/23°C,2,14,23,18.5,16°C/22°C,2,16,22,19.0
267,24/09/2020,12°C/18°C,2,12,18,15.0,10°C/15°C,2,10,15,12.5,6°C/19°C,3,6,19,6°C/19°C,3,6,19,12.5,11°C/16°C,2,11,16,13.5
268,25/09/2020,10°C/13°C,1,10,13,11.5,9°C/13°C,2,9,13,11.0,9°C/13°C,2,9,13,9°C/13°C,2,9,13,11.0,9°C/13°C,1,9,13,11.0
269,26/09/2020,10°C/14°C,2,10,14,12.0,8°C/14°C,2,8,14,11.0,9°C/14°C,2,9,14,9°C/14°C,2,9,14,11.5,6°C/14°C,2,6,14,10.0
270,27/09/2020,11°C/16°C,1,11,16,13.5,10°C/15°C,1,10,15,12.5,10°C/16°C,1,10,16,10°C/16°C,1,10,16,13.0,10°C/16°C,1,10,16,13.0
271,28/09/2020,14°C/15°C,1,14,15,14.5,9°C/14°C,2,9,14,11.5,12°C/14°C,1,12,14,12°C/14°C,1,12,14,13.0,13°C/15°C,2,13,15,14.0
272,29/09/2020,14°C/17°C,2,14,17,15.5,13°C/16°C,1,13,16,14.5,12°C/15°C,2,12,15,12°C/15°C,2,12,15,13.5,12°C/17°C,1,12,17,14.5
273,30/09/2020,15°C/19°C,2,15,19,17.0,14°C/18°C,2,14,18,16.0,12°C/19°C,3,12,19,13°C/18°C,2,13,18,15.5,14°C/19°C,2,14,19,16.5
274,01/10/2020,14°C/17°C,2,14,17,15.5,12°C/16°C,2,12,16,14.0,12°C/17°C,1,12,17,12°C/17°C,1,12,17,14.5,13°C/17°C,2,13,17,15.0
275,02/10/2020,12°C/15°C,1,12,15,13.5,11°C/14°C,1,11,14,12.5,10°C/14°C,1,10,14,10°C/14°C,1,10,14,12.0,12°C/15°C,1,12,15,13.5
276,03/10/2020,11°C/15°C,3,11,15,13.0,9°C/14°C,3,9,14,11.5,9°C/14°C,3,9,14,9°C/14°C,3,9,14,11.5,11°C/15°C,3,11,15,13.0
277,04/10/2020,9°C/15°C,2,9,15,12.0,8°C/14°C,2,8,14,11.0,8°C/15°C,2,8,15,8°C/15°C,2,8,15,11.5,9°C/15°C,2,9,15,12.0
278,05/10/2020,11°C/14°C,1,11,14,12.5,10°C/13°C,1,10,13,11.5,10°C/13°C,1,10,13,10°C/13°C,1,10,13,11.5,10°C/15°C,1,10,15,12.5
279,06/10/2020,12°C/15°C,2,12,15,13.5,11°C/15°C,2,11,15,13.0,11°C/15°C,2,11,15,11°C/15°C,2,11,15,13.0,11°C/15°C,2,11,15,13.0
280,07/10/2020,13°C/16°C,2,13,16,14.5,11°C/16°C,2,11,16,13.5,12°C/16°C,2,12,16,12°C/16°C,2,12,16,14.0,12°C/15°C,2,12,15,13.5
281,08/10/2020,14°C/19°C,2,14,19,16.5,13°C/18°C,2,13,18,15.5,13°C/18°C,2,13,18,13°C/18°C,2,13,18,15.5,13°C/18°C,2,13,18,15.5
282,09/10/2020,13°C/16°C,1,13,16,14.5,11°C/15°C,1,11,15,13.0,12°C/15°C,1,12,15,12°C/15°C,1,12,15,13.5,12°C/17°C,2,12,17,14.5
283,10/10/2020,11°C/15°C,3,11,15,13.0,9°C/14°C,3,9,14,11.5,10°C/14°C,3,10,14,10°C/14°C,3,10,14,12.0,9°C/14°C,3,9,14,11.5
284,11/10/2020,10°C/15°C,3,10,15,12.5,8°C/14°C,2,8,14,11.0,8°C/15°C,2,8,15,8°C/15°C,2,8,15,11.5,9°C/14°C,3,9,14,11.5
285,12/10/2020,9°C/15°C,2,9,15,12.0,8°C/14°C,2,8,14,11.0,7°C/14°C,2,7,14,7°C/14°C,2,7,14,10.5,8°C/14°C,3,8,14,11.0
286,13/10/2020,10°C/14°C,1,10,14,12.0,9°C/13°C,1,9,13,11.0,8°C/12°C,1,8,12,8°C/12°C,1,8,12,10.0,9°C/13°C,1,9,13,11.0
287,14/10/2020,9°C/13°C,2,9,13,11.0,8°C/13°C,2,8,13,10.5,7°C/13°C,2,7,13,7°C/13°C,2,7,13,10.0,7°C/13°C,2,7,13,10.0
